month_start,period,entity,region,forecast_revenue,forecast_gross_profit,forecast_total_opex,forecast_ebitda,assumed_revenue_growth,assumed_gp_growth,assumed_opex_growth,forecast_version
2026-12-01,2026-12,UK,International,3227207.94,2099339.01,396087.33,1703251.68,0.0323,0.0326,0.0139,Upside Case
2026-01-01,2026-01,UK,West,3217655.11,2098681.38,478126.17,1620555.21,0.0395,0.0413,0.0042,Upside Case
2026-02-01,2026-02,UK,West,3344669.13,2185457.39,480110.71,1705346.68,0.0395,0.0413,0.0042,Upside Case
2026-03-01,2026-03,UK,West,3476696.92,2275821.41,482103.49,1793717.92,0.0395,0.0413,0.0042,Upside Case
2026-04-01,2026-04,UK,West,3613936.39,2369921.79,484104.54,1885817.25,0.0395,0.0413,0.0042,Upside Case
2026-05-01,2026-05,UK,West,3756593.25,2467913.02,486113.9,1981799.12,0.0395,0.0413,0.0042,Upside Case
2026-06-01,2026-06,UK,West,3904881.37,2569955.99,488131.59,2081824.4,0.0395,0.0413,0.0042,Upside Case
2026-07-01,2026-07,UK,West,4059023.03,2676218.21,490157.66,2186060.55,0.0395,0.0413,0.0042,Upside Case
2026-08-01,2026-08,UK,West,4219249.3,2786874.14,492192.14,2294682.0,0.0395,0.0413,0.0042,Upside Case
2026-09-01,2026-09,UK,West,4385800.35,2902105.47,494235.06,2407870.41,0.0395,0.0413,0.0042,Upside Case
2026-10-01,2026-10,UK,West,4558925.85,3022101.36,496286.47,2525814.89,0.0395,0.0413,0.0042,Upside Case
2026-11-01,2026-11,UK,West,4738885.32,3147058.83,498346.38,2648712.45,0.0395,0.0413,0.0042,Upside Case
2026-12-01,2026-12,UK,West,4925948.54,3277183.03,500414.85,2776768.18,0.0395,0.0413,0.0042,Upside Case
2026-01-01,2026-01,USA,Central,4386022.42,2852130.56,666355.06,2185775.5,0.0179,0.0176,0.0036,Upside Case
2026-02-01,2026-02,USA,Central,4464609.53,2902238.36,668734.41,2233503.95,0.0179,0.0176,0.0036,Upside Case
2026-03-01,2026-03,USA,Central,4544604.74,2953226.47,671122.24,2282104.23,0.0179,0.0176,0.0036,Upside Case
2026-04-01,2026-04,USA,Central,4626033.27,3005110.37,673518.61,2331591.76,0.0179,0.0176,0.0036,Upside Case
2026-05-01,2026-05,USA,Central,4708920.81,3057905.79,675923.53,2381982.26,0.0179,0.0176,0.0036,Upside Case
2026-06-01,2026-06,USA,Central,4793293.49,3111628.76,678337.04,2433291.72,0.0179,0.0176,0.0036,Upside Case
2026-07-01,2026-07,USA,Central,4879177.93,3166295.55,680759.17,2485536.38,0.0179,0.0176,0.0036,Upside Case
2026-08-01,2026-08,USA,Central,4966601.22,3221922.77,683189.94,2538732.83,0.0179,0.0176,0.0036,Upside Case
2026-09-01,2026-09,USA,Central,5055590.92,3278527.27,685629.39,2592897.88,0.0179,0.0176,0.0036,Upside Case
2026-10-01,2026-10,USA,Central,5146175.12,3336126.23,688077.56,2648048.67,0.0179,0.0176,0.0036,Upside Case
2026-11-01,2026-11,USA,Central,5238382.36,3394737.13,690534.46,2704202.67,0.0179,0.0176,0.0036,Upside Case
2026-12-01,2026-12,USA,Central,5332241.74,3454377.73,693000.15,2761377.58,0.0179,0.0176,0.0036,Upside Case
2026-01-01,2026-01,USA,East,4222667.63,2737160.31,635543.89,2101616.42,0.0265,0.0255,0.0096,Upside Case
2026-02-01,2026-02,USA,East,4334640.88,2807050.85,641661.9,2165388.95,0.0265,0.0255,0.0096,Upside Case
2026-03-01,2026-03,USA,East,4449583.36,2878725.99,647838.8,2230887.19,0.0265,0.0255,0.0096,Upside Case
2026-04-01,2026-04,USA,East,4567573.77,2952231.29,654075.15,2298156.14,0.0265,0.0255,0.0096,Upside Case
2026-05-01,2026-05,USA,East,4688692.98,3027613.45,660371.54,2367241.91,0.0265,0.0255,0.0096,Upside Case
2026-06-01,2026-06,USA,East,4813023.91,3104920.43,666728.55,2438191.88,0.0265,0.0255,0.0096,Upside Case
2026-07-01,2026-07,USA,East,4940651.74,3184201.36,673146.75,2511054.61,0.0265,0.0255,0.0096,Upside Case
2026-08-01,2026-08,USA,East,5071663.92,3265506.65,679626.73,2585879.92,0.0265,0.0255,0.0096,Upside Case
2026-09-01,2026-09,USA,East,5206150.17,3348887.98,686169.09,2662718.89,0.0265,0.0255,0.0096,Upside Case
2026-10-01,2026-10,USA,East,5344202.6,3434398.37,692774.43,2741623.94,0.0265,0.0255,0.0096,Upside Case
2026-11-01,2026-11,USA,East,5485915.81,3522092.18,699443.36,2822648.82,0.0265,0.0255,0.0096,Upside Case
2026-12-01,2026-12,USA,East,5631386.85,3612025.15,706176.49,2905848.66,0.0265,0.0255,0.0096,Upside Case
2026-01-01,2026-01,USA,International,3687620.27,2384214.34,523470.29,1860744.05,0.0439,0.0452,0.0044,Upside Case
2026-02-01,2026-02,USA,International,3849608.3,2491938.56,525769.78,1966168.78,0.0439,0.0452,0.0044,Upside Case
2026-03-01,2026-03,USA,International,4018712.04,2604530.0,528079.38,2076450.62,0.0439,0.0452,0.0044,Upside Case
2026-04-01,2026-04,USA,International,4195244.1,2722208.57,530399.12,2191809.45,0.0439,0.0452,0.0044,Upside Case
2026-05-01,2026-05,USA,International,4379530.77,2845204.13,532729.06,2312475.07,0.0439,0.0452,0.0044,Upside Case
2026-06-01,2026-06,USA,International,4571912.69,2973756.91,535069.22,2438687.69,0.0439,0.0452,0.0044,Upside Case
2026-07-01,2026-07,USA,International,4772745.48,3108118.0,537419.66,2570698.34,0.0439,0.0452,0.0044,Upside Case
2026-08-01,2026-08,USA,International,4982400.35,3248549.82,539780.43,2708769.39,0.0439,0.0452,0.0044,Upside Case
2026-09-01,2026-09,USA,International,5201264.85,3395326.68,542151.57,2853175.11,0.0439,0.0452,0.0044,Upside Case
2026-10-01,2026-10,USA,International,5429743.51,3548735.24,544533.13,3004202.11,0.0439,0.0452,0.0044,Upside Case
2026-11-01,2026-11,USA,International,5668258.69,3709075.16,546925.14,3162150.02,0.0439,0.0452,0.0044,Upside Case
2026-12-01,2026-12,USA,International,5917251.24,3876659.59,549327.67,3327331.92,0.0439,0.0452,0.0044,Upside Case
2026-01-01,2026-01,USA,West,5083377.27,3300523.2,725330.94,2575192.26,0.0284,0.0272,-0.0039,Upside Case
2026-02-01,2026-02,USA,West,5227495.7,3390146.62,722526.34,2667620.28,0.0284,0.0272,-0.0039,Upside Case
2026-03-01,2026-03,USA,West,5375700.04,3482203.72,719732.58,2762471.14,0.0284,0.0272,-0.0039,Upside Case
2026-04-01,2026-04,USA,West,5528106.1,3576760.56,716949.62,2859810.94,0.0284,0.0272,-0.0039,Upside Case
2026-05-01,2026-05,USA,West,5684833.01,3673885.02,714177.42,2959707.6,0.0284,0.0272,-0.0039,Upside Case
2026-06-01,2026-06,USA,West,5846003.28,3773646.82,711415.95,3062230.87,0.0284,0.0272,-0.0039,Upside Case
2026-07-01,2026-07,USA,West,6011742.86,3876117.6,708665.15,3167452.45,0.0284,0.0272,-0.0039,Upside Case
2026-08-01,2026-08,USA,West,6182181.32,3981370.9,705924.99,3275445.91,0.0284,0.0272,-0.0039,Upside Case
2026-09-01,2026-09,USA,West,6357451.88,4089482.28,703195.42,3386286.86,0.0284,0.0272,-0.0039,Upside Case
2026-10-01,2026-10,USA,West,6537691.51,4200529.34,700476.41,3500052.93,0.0284,0.0272,-0.0039,Upside Case
2026-11-01,2026-11,USA,West,6723041.1,4314591.82,697767.9,3616823.92,0.0284,0.0272,-0.0039,Upside Case
2026-12-01,2026-12,USA,West,6913645.53,4431751.59,695069.88,3736681.71,0.0284,0.0272,-0.0039,Upside Case
2026-01-01,2026-01,Canada,Central,2915412.63,1779996.78,487914.42,1292082.36,0.0363,0.0344,0.0022,Downside Case
2026-02-01,2026-02,Canada,Central,3021160.99,1841194.09,489006.36,1352187.73,0.0363,0.0344,0.0022,Downside Case
2026-03-01,2026-03,Canada,Central,3130745.07,1904495.4,490100.74,1414394.66,0.0363,0.0344,0.0022,Downside Case
2026-04-01,2026-04,Canada,Central,3244304.0,1969973.05,491197.56,1478775.49,0.0363,0.0344,0.0022,Downside Case
2026-05-01,2026-05,Canada,Central,3361981.96,2037701.85,492296.84,1545405.01,0.0363,0.0344,0.0022,Downside Case
2026-06-01,2026-06,Canada,Central,3483928.35,2107759.21,493398.58,1614360.63,0.0363,0.0344,0.0022,Downside Case
2026-07-01,2026-07,Canada,Central,3610298.02,2180225.19,494502.79,1685722.4,0.0363,0.0344,0.0022,Downside Case
2026-08-01,2026-08,Canada,Central,3741251.37,2255182.58,495609.47,1759573.11,0.0363,0.0344,0.0022,Downside Case
2026-09-01,2026-09,Canada,Central,3876954.7,2332717.06,496718.62,1835998.44,0.0363,0.0344,0.0022,Downside Case
2026-10-01,2026-10,Canada,Central,4017580.27,2412917.21,497830.26,1915086.95,0.0363,0.0344,0.0022,Downside Case
2026-11-01,2026-11,Canada,Central,4163306.65,2495874.7,498944.38,1996930.32,0.0363,0.0344,0.0022,Downside Case
2026-12-01,2026-12,Canada,Central,4314318.83,2581684.29,500061.01,2081623.28,0.0363,0.0344,0.0022,Downside Case
2026-01-01,2026-01,Canada,East,2675582.9,1637165.39,475238.26,1161927.13,0.027,0.0281,0.0155,Downside Case
2026-02-01,2026-02,Canada,East,2747730.44,1683128.37,482589.1,1200539.27,0.027,0.0281,0.0155,Downside Case
2026-03-01,2026-03,Canada,East,2821823.46,1730381.75,490053.64,1240328.11,0.027,0.0281,0.0155,Downside Case
2026-04-01,2026-04,Canada,East,2897914.39,1778961.76,497633.65,1281328.11,0.027,0.0281,0.0155,Downside Case
2026-05-01,2026-05,Canada,East,2976057.15,1828905.64,505330.91,1323574.73,0.027,0.0281,0.0155,Downside Case
2026-06-01,2026-06,Canada,East,3056307.03,1880251.68,513147.22,1367104.46,0.027,0.0281,0.0155,Downside Case
2026-07-01,2026-07,Canada,East,3138720.86,1933039.25,521084.43,1411954.82,0.027,0.0281,0.0155,Downside Case
2026-08-01,2026-08,Canada,East,3223356.99,1987308.81,529144.41,1458164.4,0.027,0.0281,0.0155,Downside Case
2026-09-01,2026-09,Canada,East,3310275.36,2043101.98,537329.06,1505772.92,0.027,0.0281,0.0155,Downside Case
2026-10-01,2026-10,Canada,East,3399537.48,2100461.53,545640.31,1554821.22,0.027,0.0281,0.0155,Downside Case
2026-11-01,2026-11,Canada,East,3491206.59,2159431.42,554080.12,1605351.3,0.027,0.0281,0.0155,Downside Case
2026-12-01,2026-12,Canada,East,3585347.56,2220056.89,562650.46,1657406.43,0.027,0.0281,0.0155,Downside Case
2026-01-01,2026-01,Canada,International,2274331.57,1408534.49,402748.63,1005785.86,0.0318,0.0346,0.0051,Downside Case
2026-02-01,2026-02,Canada,International,2346620.46,1457215.32,404816.2,1052399.12,0.0318,0.0346,0.0051,Downside Case
2026-03-01,2026-03,Canada,International,2421207.03,1507578.62,406894.38,1100684.24,0.0318,0.0346,0.0051,Downside Case
2026-04-01,2026-04,Canada,International,2498164.31,1559682.55,408983.23,1150699.32,0.0318,0.0346,0.0051,Downside Case
2026-05-01,2026-05,Canada,International,2577567.65,1613587.25,411082.8,1202504.45,0.0318,0.0346,0.0051,Downside Case
2026-06-01,2026-06,Canada,International,2659494.8,1669354.98,413193.15,1256161.83,0.0318,0.0346,0.0051,Downside Case
2026-07-01,2026-07,Canada,International,2744025.98,1727050.11,415314.33,1311735.78,0.0318,0.0346,0.0051,Downside Case
2026-08-01,2026-08,Canada,International,2831243.96,1786739.26,417446.4,1369292.86,0.0318,0.0346,0.0051,Downside Case
2026-09-01,2026-09,Canada,International,2921234.12,1848491.35,419589.41,1428901.94,0.0318,0.0346,0.0051,Downside Case
2026-10-01,2026-10,Canada,International,3014084.6,1912377.67,421743.44,1490634.23,0.0318,0.0346,0.0051,Downside Case
2026-11-01,2026-11,Canada,International,3109886.3,1978471.98,423908.51,1554563.47,0.0318,0.0346,0.0051,Downside Case
2026-12-01,2026-12,Canada,International,3208733.03,2046850.61,426084.7,1620765.91,0.0318,0.0346,0.0051,Downside Case
2026-01-01,2026-01,Canada,West,3287001.56,1978140.52,566245.99,1411894.53,0.0296,0.0276,0.0006,Downside Case
2026-02-01,2026-02,Canada,West,3384135.55,2032827.3,566561.99,1466265.31,0.0296,0.0276,0.0006,Downside Case
2026-03-01,2026-03,Canada,West,3484139.94,2089025.93,566878.16,1522147.77,0.0296,0.0276,0.0006,Downside Case
2026-04-01,2026-04,Canada,West,3587099.55,2146778.2,567194.51,1579583.69,0.0296,0.0276,0.0006,Downside Case
2026-05-01,2026-05,Canada,West,3693101.71,2206127.07,567511.04,1638616.03,0.0296,0.0276,0.0006,Downside Case
2026-06-01,2026-06,Canada,West,3802236.35,2267116.67,567827.74,1699288.93,0.0296,0.0276,0.0006,Downside Case
2026-07-01,2026-07,Canada,West,3914596.01,2329792.36,568144.62,1761647.74,0.0296,0.0276,0.0006,Downside Case
2026-08-01,2026-08,Canada,West,4030276.0,2394200.75,568461.68,1825739.07,0.0296,0.0276,0.0006,Downside Case
2026-09-01,2026-09,Canada,West,4149374.45,2460389.75,568778.92,1891610.83,0.0296,0.0276,0.0006,Downside Case
2026-10-01,2026-10,Canada,West,4271992.37,2528408.57,569096.32,1959312.25,0.0296,0.0276,0.0006,Downside Case
2026-11-01,2026-11,Canada,West,4398233.77,2598307.82,569413.91,2028893.91,0.0296,0.0276,0.0006,Downside Case
2026-12-01,2026-12,Canada,West,4528205.71,2670139.46,569731.68,2100407.78,0.0296,0.0276,0.0006,Downside Case
2026-01-01,2026-01,UK,Central,2498807.44,1520480.32,419779.84,1100700.48,0.0458,0.0464,0.005,Downside Case
2026-02-01,2026-02,UK,Central,2613132.48,1590961.84,421888.67,1169073.17,0.0458,0.0464,0.005,Downside Case
2026-03-01,2026-03,UK,Central,2732688.1,1664710.51,424008.08,1240702.43,0.0458,0.0464,0.005,Downside Case
2026-04-01,2026-04,UK,Central,2857713.62,1741877.79,426138.16,1315739.63,0.0458,0.0464,0.005,Downside Case
2026-05-01,2026-05,UK,Central,2988459.28,1822622.15,428278.93,1394343.22,0.0458,0.0464,0.005,Downside Case
2026-06-01,2026-06,UK,Central,3125186.79,1907109.39,430430.45,1476678.94,0.0458,0.0464,0.005,Downside Case
2026-07-01,2026-07,UK,Central,3268169.83,1995513.02,432592.78,1562920.24,0.0458,0.0464,0.005,Downside Case
2026-08-01,2026-08,UK,Central,3417694.62,2088014.57,434765.97,1653248.6,0.0458,0.0464,0.005,Downside Case
2026-09-01,2026-09,UK,Central,3574060.44,2184804.01,436950.09,1747853.92,0.0458,0.0464,0.005,Downside Case
2026-10-01,2026-10,UK,Central,3737580.28,2286080.11,439145.17,1846934.94,0.0458,0.0464,0.005,Downside Case
2026-11-01,2026-11,UK,Central,3908581.46,2392050.85,441351.29,1950699.56,0.0458,0.0464,0.005,Downside Case
2026-12-01,2026-12,UK,Central,4087406.26,2502933.82,443568.48,2059365.34,0.0458,0.0464,0.005,Downside Case
2026-01-01,2026-01,UK,East,2551192.77,1530456.79,402721.57,1127735.22,0.0504,0.0477,0.0119,Downside Case
2026-02-01,2026-02,UK,East,2679840.62,1603534.57,407499.45,1196035.12,0.0504,0.0477,0.0119,Downside Case
2026-03-01,2026-03,UK,East,2814975.74,1680101.75,412334.0,1267767.75,0.0504,0.0477,0.0119,Downside Case
2026-04-01,2026-04,UK,East,2956925.24,1760324.92,417225.91,1343099.01,0.0504,0.0477,0.0119,Downside Case
2026-05-01,2026-05,UK,East,3106032.79,1844378.68,422175.87,1422202.81,0.0504,0.0477,0.0119,Downside Case
2026-06-01,2026-06,UK,East,3262659.3,1932445.92,427184.55,1505261.37,0.0504,0.0477,0.0119,Downside Case
2026-07-01,2026-07,UK,East,3427183.96,2024718.28,432252.64,1592465.64,0.0504,0.0477,0.0119,Downside Case
2026-08-01,2026-08,UK,East,3600005.01,2121396.55,437380.88,1684015.67,0.0504,0.0477,0.0119,Downside Case
2026-09-01,2026-09,UK,East,3781540.84,2222691.12,442569.94,1780121.18,0.0504,0.0477,0.0119,Downside Case
2026-10-01,2026-10,UK,East,3972230.91,2328822.39,447820.58,1881001.81,0.0504,0.0477,0.0119,Downside Case
2026-11-01,2026-11,UK,East,4172536.8,2440021.34,453133.5,1986887.84,0.0504,0.0477,0.0119,Downside Case
2026-12-01,2026-12,UK,East,4382943.43,2556529.91,458509.46,2098020.45,0.0504,0.0477,0.0119,Downside Case
2026-01-01,2026-01,UK,International,1996271.8,1214987.35,343479.21,871508.14,0.0323,0.0326,0.0139,Downside Case
2026-02-01,2026-02,UK,International,2060716.52,1254654.71,348269.82,906384.89,0.0323,0.0326,0.0139,Downside Case
2026-03-01,2026-03,UK,International,2127241.66,1295617.13,353127.25,942489.88,0.0323,0.0326,0.0139,Downside Case
2026-04-01,2026-04,UK,International,2195914.4,1337916.9,358052.44,979864.46,0.0323,0.0326,0.0139,Downside Case
2026-05-01,2026-05,UK,International,2266804.08,1381597.7,363046.3,1018551.4,0.0323,0.0326,0.0139,Downside Case
2026-06-01,2026-06,UK,International,2339982.25,1426704.6,368109.82,1058594.78,0.0323,0.0326,0.0139,Downside Case
2026-07-01,2026-07,UK,International,2415522.8,1473284.18,373243.97,1100040.21,0.0323,0.0326,0.0139,Downside Case
2026-08-01,2026-08,UK,International,2493501.99,1521384.49,378449.72,1142934.77,0.0323,0.0326,0.0139,Downside Case
2026-09-01,2026-09,UK,International,2573998.54,1571055.21,383728.08,1187327.13,0.0323,0.0326,0.0139,Downside Case
2026-10-01,2026-10,UK,International,2657093.74,1622347.59,389080.06,1233267.53,0.0323,0.0326,0.0139,Downside Case
2026-11-01,2026-11,UK,International,2742871.45,1675314.58,394506.68,1280807.9,0.0323,0.0326,0.0139,Downside Case
2026-12-01,2026-12,UK,International,2831418.28,1730010.85,400008.98,1330001.87,0.0323,0.0326,0.0139,Downside Case
2026-01-01,2026-01,UK,West,2823037.03,1729468.92,482860.1,1246608.82,0.0395,0.0413,0.0042,Downside Case
2026-02-01,2026-02,UK,West,2934473.86,1800978.78,484864.28,1316114.5,0.0395,0.0413,0.0042,Downside Case
2026-03-01,2026-03,UK,West,3050309.56,1875445.42,486876.79,1388568.63,0.0395,0.0413,0.0042,Downside Case
2026-04-01,2026-04,UK,West,3170717.77,1952991.11,488897.66,1464093.45,0.0395,0.0413,0.0042,Downside Case
2026-05-01,2026-05,UK,West,3295878.99,2033743.14,490926.91,1542816.23,0.0395,0.0413,0.0042,Downside Case
2026-06-01,2026-06,UK,West,3425980.83,2117834.1,492964.57,1624869.53,0.0395,0.0413,0.0042,Downside Case
2026-07-01,2026-07,UK,West,3561218.32,2205402.04,495010.7,1710391.34,0.0395,0.0413,0.0042,Downside Case
2026-08-01,2026-08,UK,West,3701794.2,2296590.73,497065.33,1799525.4,0.0395,0.0413,0.0042,Downside Case
2026-09-01,2026-09,UK,West,3847919.18,2391549.87,499128.47,1892421.4,0.0395,0.0413,0.0042,Downside Case
2026-10-01,2026-10,UK,West,3999812.3,2490435.38,501200.19,1989235.19,0.0395,0.0413,0.0042,Downside Case
2026-11-01,2026-11,UK,West,4157701.27,2593409.59,503280.51,2090129.08,0.0395,0.0413,0.0042,Downside Case
2026-12-01,2026-12,UK,West,4321822.77,2700641.57,505369.46,2195272.11,0.0395,0.0413,0.0042,Downside Case
2026-01-01,2026-01,USA,Central,3848114.01,2350366.85,672952.64,1677414.21,0.0179,0.0176,0.0036,Downside Case
2026-02-01,2026-02,USA,Central,3917063.08,2391659.39,675355.55,1716303.84,0.0179,0.0176,0.0036,Downside Case
2026-03-01,2026-03,USA,Central,3987247.55,2433677.37,677767.02,1755910.35,0.0179,0.0176,0.0036,Downside Case
2026-04-01,2026-04,USA,Central,4058689.57,2476433.54,680187.11,1796246.43,0.0179,0.0176,0.0036,Downside Case
2026-05-01,2026-05,USA,Central,4131411.65,2519940.88,682615.84,1837325.04,0.0179,0.0176,0.0036,Downside Case
2026-06-01,2026-06,USA,Central,4205436.74,2564212.59,685053.25,1879159.34,0.0179,0.0176,0.0036,Downside Case
2026-07-01,2026-07,USA,Central,4280788.19,2609262.07,687499.36,1921762.71,0.0179,0.0176,0.0036,Downside Case
2026-08-01,2026-08,USA,Central,4357489.75,2655103.02,689954.19,1965148.83,0.0179,0.0176,0.0036,Downside Case
2026-09-01,2026-09,USA,Central,4435565.62,2701749.33,692417.8,2009331.53,0.0179,0.0176,0.0036,Downside Case
2026-10-01,2026-10,USA,Central,4515040.44,2749215.14,694890.21,2054324.93,0.0179,0.0176,0.0036,Downside Case
2026-11-01,2026-11,USA,Central,4595939.24,2797514.86,697371.44,2100143.42,0.0179,0.0176,0.0036,Downside Case
2026-12-01,2026-12,USA,Central,4678287.57,2846663.13,699861.54,2146801.59,0.0179,0.0176,0.0036,Downside Case
2026-01-01,2026-01,USA,East,3704793.3,2255622.84,641836.41,1613786.43,0.0265,0.0255,0.0096,Downside Case
2026-02-01,2026-02,USA,East,3803033.98,2313217.83,648014.99,1665202.84,0.0265,0.0255,0.0096,Downside Case
2026-03-01,2026-03,USA,East,3903879.74,2372283.46,654253.04,1718030.42,0.0265,0.0255,0.0096,Downside Case
2026-04-01,2026-04,USA,East,4007399.63,2432857.27,660551.14,1772306.13,0.0265,0.0255,0.0096,Downside Case
2026-05-01,2026-05,USA,East,4113664.59,2494977.75,666909.87,1828067.88,0.0265,0.0255,0.0096,Downside Case
2026-06-01,2026-06,USA,East,4222747.39,2558684.42,673329.83,1885354.59,0.0265,0.0255,0.0096,Downside Case
2026-07-01,2026-07,USA,East,4334722.76,2624017.79,679811.57,1944206.22,0.0265,0.0255,0.0096,Downside Case
2026-08-01,2026-08,USA,East,4449667.4,2691019.37,686355.7,2004663.67,0.0265,0.0255,0.0096,Downside Case
2026-09-01,2026-09,USA,East,4567660.05,2759731.76,692962.85,2066768.91,0.0265,0.0255,0.0096,Downside Case
2026-10-01,2026-10,USA,East,4688781.53,2830198.66,699633.59,2130565.07,0.0265,0.0255,0.0096,Downside Case
2026-11-01,2026-11,USA,East,4813114.81,2902464.85,706368.54,2196096.31,0.0265,0.0255,0.0096,Downside Case
2026-12-01,2026-12,USA,East,4940745.06,2976576.28,713168.33,2263407.95,0.0265,0.0255,0.0096,Downside Case
2026-01-01,2026-01,USA,International,3235364.96,1964769.22,528653.17,1436116.05,0.0439,0.0452,0.0044,Downside Case
2026-02-01,2026-02,USA,International,3377486.52,2053541.96,530975.42,1522566.54,0.0439,0.0452,0.0044,Downside Case
2026-03-01,2026-03,USA,International,3525851.13,2146325.65,533307.89,1613017.76,0.0439,0.0452,0.0044,Downside Case
2026-04-01,2026-04,USA,International,3680733.03,2243301.51,535650.59,1707650.92,0.0439,0.0452,0.0044,Downside Case
2026-05-01,2026-05,USA,International,3842418.5,2344658.96,538003.6,1806655.36,0.0439,0.0452,0.0044,Downside Case
2026-06-01,2026-06,USA,International,4011206.42,2450595.97,540366.93,1910229.04,0.0439,0.0452,0.0044,Downside Case
2026-07-01,2026-07,USA,International,4187408.77,2561319.47,542740.64,2018578.83,0.0439,0.0452,0.0044,Downside Case
2026-08-01,2026-08,USA,International,4371351.25,2677045.68,545124.79,2131920.89,0.0439,0.0452,0.0044,Downside Case
2026-09-01,2026-09,USA,International,4563373.88,2798000.69,547519.4,2250481.29,0.0439,0.0452,0.0044,Downside Case
2026-10-01,2026-10,USA,International,4763831.57,2924420.7,549924.54,2374496.16,0.0439,0.0452,0.0044,Downside Case
2026-11-01,2026-11,USA,International,4973094.89,3056552.68,552340.24,2504212.44,0.0439,0.0452,0.0044,Downside Case
2026-12-01,2026-12,USA,International,5191550.62,3194654.66,554766.56,2639888.1,0.0439,0.0452,0.0044,Downside Case
2026-01-01,2026-01,USA,West,4459944.2,2719875.6,732512.44,1987363.16,0.0284,0.0272,-0.0039,Downside Case
2026-02-01,2026-02,USA,West,4586387.74,2793731.94,729680.06,2064051.88,0.0284,0.0272,-0.0039,Downside Case
2026-03-01,2026-03,USA,West,4716416.07,2869593.8,726858.64,2142735.16,0.0284,0.0272,-0.0039,Downside Case
2026-04-01,2026-04,USA,West,4850130.82,2947515.64,724048.13,2223467.51,0.0284,0.0272,-0.0039,Downside Case
2026-05-01,2026-05,USA,West,4987636.51,3027553.4,721248.49,2306304.91,0.0284,0.0272,-0.0039,Downside Case
2026-06-01,2026-06,USA,West,5129040.61,3109764.51,718459.67,2391304.84,0.0284,0.0272,-0.0039,Downside Case
2026-07-01,2026-07,USA,West,5274453.64,3194208.02,715681.63,2478526.39,0.0284,0.0272,-0.0039,Downside Case
2026-08-01,2026-08,USA,West,5423989.27,3280944.54,712914.34,2568030.2,0.0284,0.0272,-0.0039,Downside Case
2026-09-01,2026-09,USA,West,5577764.38,3370036.33,710157.75,2659878.58,0.0284,0.0272,-0.0039,Downside Case
2026-10-01,2026-10,USA,West,5735899.16,3461547.33,707411.82,2754135.51,0.0284,0.0272,-0.0039,Downside Case
2026-11-01,2026-11,USA,West,5898517.19,3555543.26,704676.5,2850866.76,0.0284,0.0272,-0.0039,Downside Case
2026-12-01,2026-12,USA,West,6065745.6,3652091.58,701951.76,2950139.82,0.0284,0.0272,-0.0039,Downside Case
2026-01-01,2026-01,Canada,Central,3134852.29,1999996.38,459213.57,1540782.81,0.0363,0.0344,0.0022,Hiring Freeze
2026-02-01,2026-02,Canada,Central,3248560.2,2068757.4,460241.28,1608516.12,0.0363,0.0344,0.0022,Hiring Freeze
2026-03-01,2026-03,Canada,Central,3366392.55,2139882.47,461271.28,1678611.19,0.0363,0.0344,0.0022,Hiring Freeze
2026-04-01,2026-04,Canada,Central,3488498.92,2213452.86,462303.59,1751149.27,0.0363,0.0344,0.0022,Hiring Freeze
2026-05-01,2026-05,Canada,Central,3615034.37,2289552.64,463338.2,1826214.44,0.0363,0.0344,0.0022,Hiring Freeze
2026-06-01,2026-06,Canada,Central,3746159.52,2368268.78,464375.14,1903893.64,0.0363,0.0344,0.0022,Hiring Freeze
2026-07-01,2026-07,Canada,Central,3882040.88,2449691.22,465414.39,1984276.83,0.0363,0.0344,0.0022,Hiring Freeze
2026-08-01,2026-08,Canada,Central,4022850.94,2533913.01,466455.97,2067457.04,0.0363,0.0344,0.0022,Hiring Freeze
2026-09-01,2026-09,Canada,Central,4168768.49,2621030.4,467499.88,2153530.52,0.0363,0.0344,0.0022,Hiring Freeze
2026-10-01,2026-10,Canada,Central,4319978.79,2711142.93,468546.12,2242596.81,0.0363,0.0344,0.0022,Hiring Freeze
2026-11-01,2026-11,Canada,Central,4476673.82,2804353.59,469594.71,2334758.88,0.0363,0.0344,0.0022,Hiring Freeze
2026-12-01,2026-12,Canada,Central,4639052.51,2900768.87,470645.65,2430123.22,0.0363,0.0344,0.0022,Hiring Freeze
2026-01-01,2026-01,Canada,East,2876970.86,1839511.67,447283.07,1392228.6,0.027,0.0281,0.0155,Hiring Freeze
2026-02-01,2026-02,Canada,East,2954548.86,1891155.47,454201.51,1436953.96,0.027,0.0281,0.0155,Hiring Freeze
2026-03-01,2026-03,Canada,East,3034218.77,1944249.16,461226.96,1483022.2,0.027,0.0281,0.0155,Hiring Freeze
2026-04-01,2026-04,Canada,East,3116036.98,1998833.44,468361.08,1530472.36,0.027,0.0281,0.0155,Hiring Freeze
2026-05-01,2026-05,Canada,East,3200061.45,2054950.16,475605.56,1579344.6,0.027,0.0281,0.0155,Hiring Freeze
2026-06-01,2026-06,Canada,East,3286351.64,2112642.34,482962.09,1629680.25,0.027,0.0281,0.0155,Hiring Freeze
2026-07-01,2026-07,Canada,East,3374968.67,2171954.21,490432.41,1681521.8,0.027,0.0281,0.0155,Hiring Freeze
2026-08-01,2026-08,Canada,East,3465975.26,2232931.25,498018.27,1734912.98,0.027,0.0281,0.0155,Hiring Freeze
