month_start,period,entity,region,department,actual_salary_opex,actual_non_salary_opex,actual_total_opex,budget_salary_opex,budget_non_salary_opex,budget_total_opex,salary_opex_variance,non_salary_opex_variance,total_opex_variance
2023-07-01,2023-07,USA,West,Operations,119317.0,68338.98,187655.98,126166.16,71718.74,196070.83,-6849.16,-3379.76,-8414.85
2023-07-01,2023-07,USA,West,Sales,86775.06,51424.24,138199.3,88966.16,54072.22,156206.1,-2191.1,-2647.98,-18006.8
2023-07-01,2023-07,USA,West,Technology,112500.6,64434.04,176934.64,118710.57,67500.11,185493.02,-6209.97,-3066.07,-8558.38
2023-08-01,2023-08,Canada,Central,G&A,31651.5,18534.14,50185.65,33086.37,18865.92,52818.27,-1434.87,-331.78,-2632.62
2023-08-01,2023-08,Canada,Central,Marketing,40822.82,25099.82,65922.63,43663.97,25894.98,69037.06,-2841.15,-795.16,-3114.43
2023-08-01,2023-08,Canada,Central,Operations,72354.2,44498.82,116853.02,76216.14,47802.52,126868.08,-3861.94,-3303.7,-10015.06
2023-08-01,2023-08,Canada,Central,Sales,56957.44,33680.09,90637.53,58452.06,34324.62,94692.07,-1494.62,-644.53,-4054.54
2023-08-01,2023-08,Canada,Central,Technology,65732.1,40173.84,105905.94,72436.42,41457.85,109561.35,-6704.32,-1284.01,-3655.41
2023-08-01,2023-08,Canada,East,G&A,30474.5,20033.25,50507.75,31514.02,20356.91,56129.62,-1039.52,-323.66,-5621.87
2023-08-01,2023-08,Canada,East,Marketing,40038.35,27995.97,68034.32,44285.0,30196.26,71185.39,-4246.65,-2200.29,-3151.07
2023-08-01,2023-08,Canada,East,Operations,69378.2,46541.58,115919.79,71220.57,49303.65,120225.91,-1842.37,-2762.07,-4306.12
2023-08-01,2023-08,Canada,East,Sales,49994.65,34637.51,84632.16,50173.46,36988.59,85271.46,-178.81,-2351.08,-639.3
2023-08-01,2023-08,Canada,East,Technology,63309.08,38193.88,101502.96,69535.91,38777.51,109504.67,-6226.83,-583.63,-8001.71
2023-08-01,2023-08,Canada,International,G&A,24430.58,13615.44,38046.01,24669.54,14304.36,39632.68,-238.96,-688.92,-1586.67
2023-08-01,2023-08,Canada,International,Marketing,34379.29,20031.95,54411.24,34338.31,20018.13,58484.54,40.98,13.82,-4073.3
2023-08-01,2023-08,Canada,International,Operations,57515.1,41218.63,98733.73,61334.58,42862.47,100242.01,-3819.48,-1643.84,-1508.28
2023-08-01,2023-08,Canada,International,Sales,43799.0,28197.18,71996.18,43886.04,29111.65,74071.46,-87.04,-914.47,-2075.28
2023-08-01,2023-08,Canada,International,Technology,54804.21,33414.2,88218.41,57970.57,32766.98,90765.04,-3166.36,647.22,-2546.63
2023-08-01,2023-08,Canada,West,G&A,37767.32,22345.44,60112.76,40773.78,23305.31,61883.45,-3006.46,-959.87,-1770.69
2023-08-01,2023-08,Canada,West,Marketing,46480.19,30946.18,77426.37,48835.19,32262.78,76743.41,-2355.0,-1316.6,682.96
2023-08-01,2023-08,Canada,West,Operations,87370.73,51293.11,138663.84,89812.35,53085.68,139445.34,-2441.62,-1792.57,-781.5
2023-08-01,2023-08,Canada,West,Sales,65063.86,43915.14,108979.0,68401.49,44494.1,112770.84,-3337.63,-578.96,-3791.84
2023-08-01,2023-08,Canada,West,Technology,82892.61,50353.05,133245.66,83657.88,51857.6,133208.81,-765.27,-1504.55,36.85
2023-08-01,2023-08,UK,Central,G&A,27197.36,18690.53,45887.89,29638.32,19654.44,49568.59,-2440.96,-963.91,-3680.7
2023-08-01,2023-08,UK,Central,Marketing,37540.38,20069.81,57610.19,40441.09,20186.71,58461.18,-2900.71,-116.9,-850.99
2023-08-01,2023-08,UK,Central,Operations,63384.13,38475.82,101859.95,68013.86,39612.33,107544.65,-4629.73,-1136.51,-5684.7
2023-08-01,2023-08,UK,Central,Sales,51863.9,30322.79,82186.69,53561.96,30322.52,85901.3,-1698.06,0.27,-3714.61
2023-08-01,2023-08,UK,Central,Technology,60372.21,36979.28,97351.49,62493.95,37488.28,98421.73,-2121.74,-509.0,-1070.24
2023-08-01,2023-08,UK,East,G&A,23604.79,17616.12,41220.91,24661.92,18255.25,45141.63,-1057.13,-639.13,-3920.72
2023-08-01,2023-08,UK,East,Marketing,33258.89,21591.88,54850.77,35093.4,23499.48,57515.22,-1834.51,-1907.6,-2664.45
2023-08-01,2023-08,UK,East,Operations,63972.25,38693.59,102665.84,63128.13,41635.64,104663.28,844.12,-2942.05,-1997.44
2023-08-01,2023-08,UK,East,Sales,42309.16,29336.46,71645.62,42392.66,30201.88,73761.94,-83.5,-865.42,-2116.32
2023-08-01,2023-08,UK,East,Technology,54868.75,34383.78,89252.53,57184.68,34926.13,88986.36,-2315.93,-542.35,266.17
2023-08-01,2023-08,UK,International,G&A,21603.83,13707.35,35311.18,22935.53,14158.87,37172.67,-1331.7,-451.52,-1861.49
2023-08-01,2023-08,UK,International,Marketing,29075.8,17755.56,46831.36,29270.64,17884.94,48894.06,-194.84,-129.38,-2062.7
2023-08-01,2023-08,UK,International,Operations,52406.74,33673.28,86080.02,56617.13,35639.2,85833.64,-4210.39,-1965.92,246.38
2023-08-01,2023-08,UK,International,Sales,36488.04,26416.68,62904.72,38790.34,27504.84,66753.21,-2302.3,-1088.16,-3848.49
2023-08-01,2023-08,UK,International,Technology,45655.92,28917.43,74573.36,45840.48,31093.55,77237.78,-184.56,-2176.12,-2664.42
2023-08-01,2023-08,UK,West,G&A,27765.99,19432.9,47198.89,29081.15,21175.95,48240.21,-1315.16,-1743.05,-1041.32
2023-08-01,2023-08,UK,West,Marketing,38565.7,30507.46,69073.16,38724.89,31629.1,72935.01,-159.19,-1121.64,-3861.85
2023-08-01,2023-08,UK,West,Operations,78902.09,45062.35,123964.44,82904.58,46565.71,124910.03,-4002.49,-1503.36,-945.59
2023-08-01,2023-08,UK,West,Sales,53742.89,34296.28,88039.17,56855.58,35618.22,90458.36,-3112.69,-1321.94,-2419.19
2023-08-01,2023-08,UK,West,Technology,73769.09,43589.04,117358.12,75469.81,45473.68,126261.92,-1700.72,-1884.64,-8903.8
2023-08-01,2023-08,USA,Central,G&A,40442.52,26748.33,67190.84,43592.33,27774.57,67619.85,-3149.81,-1026.24,-429.01
2023-08-01,2023-08,USA,Central,Marketing,54340.08,29972.9,84312.98,53839.2,32312.28,89004.8,500.88,-2339.38,-4691.82
2023-08-01,2023-08,USA,Central,Operations,100409.73,62433.35,162843.08,103034.58,65069.41,170167.3,-2624.85,-2636.06,-7324.22
2023-08-01,2023-08,USA,Central,Sales,76032.12,47771.96,123804.08,77688.48,48661.18,127610.78,-1656.36,-889.22,-3806.7
2023-08-01,2023-08,USA,Central,Technology,88145.2,52351.39,140496.59,91375.39,53408.99,149284.65,-3230.19,-1057.6,-8788.06
2023-08-01,2023-08,USA,East,G&A,41239.53,21577.7,62817.22,41698.13,22787.13,67307.58,-458.6,-1209.43,-4490.36
2023-08-01,2023-08,USA,East,Marketing,52791.41,32323.04,85114.45,56363.89,34422.03,88089.77,-3572.48,-2098.99,-2975.32
2023-08-01,2023-08,USA,East,Operations,92050.06,57633.07,149683.12,101155.19,61687.97,157524.28,-9105.13,-4054.9,-7841.16
2023-08-01,2023-08,USA,East,Sales,71910.8,48933.64,120844.44,79018.41,49558.51,123930.06,-7107.61,-624.87,-3085.62
2023-08-01,2023-08,USA,East,Technology,90857.6,53020.88,143878.48,91741.33,53076.08,146244.41,-883.73,-55.2,-2365.93
2023-08-01,2023-08,USA,International,G&A,35480.35,19086.81,54567.16,37412.24,20128.7,55423.33,-1931.89,-1041.89,-856.17
2023-08-01,2023-08,USA,International,Marketing,41945.82,24074.14,66019.96,43586.5,25769.23,71905.83,-1640.68,-1695.09,-5885.87
2023-08-01,2023-08,USA,International,Operations,84227.08,48874.43,133101.5,90212.66,51336.36,135728.6,-5985.58,-2461.93,-2627.1
2023-08-01,2023-08,USA,International,Sales,63092.66,32912.18,96004.85,65670.97,32784.0,101089.12,-2578.31,128.18,-5084.27
2023-08-01,2023-08,USA,International,Technology,74839.34,52038.93,126878.27,79816.29,54649.97,125165.76,-4976.95,-2611.04,1712.51
2023-08-01,2023-08,USA,West,G&A,45030.29,28978.06,74008.36,47487.55,30195.91,75097.34,-2457.26,-1217.85,-1088.98
2023-08-01,2023-08,USA,West,Marketing,65552.41,41048.69,106601.1,65641.55,41351.74,107234.56,-89.14,-303.05,-633.46
2023-08-01,2023-08,USA,West,Operations,117415.36,70932.92,188348.28,117680.4,79132.69,188448.19,-265.04,-8199.77,-99.91
2023-08-01,2023-08,USA,West,Sales,85570.63,50922.47,136493.1,90114.27,53013.71,142109.49,-4543.64,-2091.24,-5616.39
2023-08-01,2023-08,USA,West,Technology,116531.68,65998.74,182530.42,121517.67,67985.08,188764.02,-4985.99,-1986.34,-6233.6
2023-09-01,2023-09,Canada,Central,G&A,33901.62,17329.52,51231.14,36104.51,17846.98,55963.4,-2202.89,-517.46,-4732.26
2023-09-01,2023-09,Canada,Central,Marketing,41316.61,28099.21,69415.82,44284.53,29897.17,73707.18,-2967.92,-1797.96,-4291.36
2023-09-01,2023-09,Canada,Central,Operations,75287.1,50612.23,125899.33,74800.71,51575.2,134032.47,486.39,-962.97,-8133.14
2023-09-01,2023-09,Canada,Central,Sales,56791.4,34078.87,90870.27,58017.38,35159.07,89984.11,-1225.98,-1080.2,886.16
2023-09-01,2023-09,Canada,Central,Technology,71489.2,44913.89,116403.09,76742.71,48397.01,116325.03,-5253.51,-3483.12,78.06
2023-09-01,2023-09,Canada,East,G&A,32432.49,19048.22,51480.71,33339.17,19638.6,51882.3,-906.68,-590.38,-401.59
2023-09-01,2023-09,Canada,East,Marketing,41234.43,25670.61,66905.04,44572.7,26719.51,69697.19,-3338.27,-1048.9,-2792.15
2023-09-01,2023-09,Canada,East,Operations,73495.95,50081.41,123577.36,78269.72,53850.44,121032.7,-4773.77,-3769.03,2544.66
2023-09-01,2023-09,Canada,East,Sales,54878.69,29454.21,84332.9,58867.84,30617.86,88217.49,-3989.15,-1163.65,-3884.59
2023-09-01,2023-09,Canada,East,Technology,65017.87,40483.79,105501.66,70998.37,42628.36,113041.05,-5980.5,-2144.57,-7539.39
2023-09-01,2023-09,Canada,International,G&A,25599.23,17575.5,43174.73,26741.41,16687.13,44580.8,-1142.18,888.37,-1406.07
2023-09-01,2023-09,Canada,International,Marketing,33915.69,19653.85,53569.55,36105.83,20334.78,56486.32,-2190.14,-680.93,-2916.77
2023-09-01,2023-09,Canada,International,Operations,64597.74,35991.31,100589.04,67755.3,37152.73,107594.71,-3157.56,-1161.42,-7005.67
2023-09-01,2023-09,Canada,International,Sales,50120.84,27786.3,77907.14,53500.5,29596.08,79679.34,-3379.66,-1809.78,-1772.2
2023-09-01,2023-09,Canada,International,Technology,53348.84,33330.23,86679.07,54215.43,36152.36,89449.29,-866.59,-2822.13,-2770.22
2023-09-01,2023-09,Canada,West,G&A,33228.99,24854.51,58083.5,36029.89,24872.72,60434.52,-2800.9,-18.21,-2351.02
2023-09-01,2023-09,Canada,West,Marketing,47111.21,26840.3,73951.51,49849.97,28392.35,77610.59,-2738.76,-1552.05,-3659.08
2023-09-01,2023-09,Canada,West,Operations,81260.75,52834.92,134095.67,83145.74,51335.21,141864.67,-1884.99,1499.71,-7769.0
2023-09-01,2023-09,Canada,West,Sales,58035.37,41656.25,99691.62,60457.36,42114.54,101940.18,-2421.99,-458.29,-2248.56
2023-09-01,2023-09,Canada,West,Technology,85712.06,51788.55,137500.61,92403.52,51690.0,136325.11,-6691.46,98.55,1175.5
2023-09-01,2023-09,UK,Central,G&A,24610.93,17292.49,41903.42,25981.96,17717.09,43112.95,-1371.03,-424.6,-1209.53
2023-09-01,2023-09,UK,Central,Marketing,35356.67,21655.86,57012.53,36040.6,22189.02,60003.05,-683.93,-533.16,-2990.52
2023-09-01,2023-09,UK,Central,Operations,61644.62,39526.04,101170.66,61357.79,39625.44,106762.85,286.83,-99.4,-5592.19
2023-09-01,2023-09,UK,Central,Sales,47058.83,26592.74,73651.57,49675.62,28232.69,76100.21,-2616.79,-1639.95,-2448.64
2023-09-01,2023-09,UK,Central,Technology,66110.94,39119.78,105230.71,71151.59,41104.95,106618.59,-5040.65,-1985.17,-1387.88
2023-09-01,2023-09,UK,East,G&A,23765.51,18275.15,42040.66,25080.4,19906.68,46390.74,-1314.89,-1631.53,-4350.08
2023-09-01,2023-09,UK,East,Marketing,33134.02,18059.04,51193.06,33316.55,18535.58,55079.48,-182.53,-476.54,-3886.42
2023-09-01,2023-09,UK,East,Operations,63635.43,40708.02,104343.45,69954.93,44672.89,103584.81,-6319.5,-3964.87,758.64
2023-09-01,2023-09,UK,East,Sales,53716.35,30051.4,83767.75,57265.37,31971.79,91891.06,-3549.02,-1920.39,-8123.31
2023-09-01,2023-09,UK,East,Technology,52024.99,38722.86,90747.85,53057.36,40947.91,87539.99,-1032.37,-2225.05,3207.86
2023-09-01,2023-09,UK,International,G&A,21149.33,13034.41,34183.74,22284.63,13521.15,36900.92,-1135.3,-486.74,-2717.18
2023-09-01,2023-09,UK,International,Marketing,30781.01,15903.62,46684.63,32628.03,15417.3,46685.59,-1847.02,486.32,-0.96
2023-09-01,2023-09,UK,International,Operations,53916.61,30975.83,84892.45,55594.86,31418.43,88636.93,-1678.25,-442.6,-3744.48
2023-09-01,2023-09,UK,International,Sales,38335.94,25469.76,63805.7,40712.3,27793.01,66476.47,-2376.36,-2323.25,-2670.77
2023-09-01,2023-09,UK,International,Technology,50322.32,28451.37,78773.69,52145.79,29030.3,80135.83,-1823.47,-578.93,-1362.14
2023-09-01,2023-09,UK,West,G&A,31106.7,19638.81,50745.51,31108.82,20102.79,51455.04,-2.12,-463.98,-709.53
2023-09-01,2023-09,UK,West,Marketing,40087.67,26438.86,66526.53,43374.41,28623.32,68902.96,-3286.74,-2184.46,-2376.43
2023-09-01,2023-09,UK,West,Operations,69407.28,44866.52,114273.8,76678.84,48248.87,116846.35,-7271.56,-3382.35,-2572.55
2023-09-01,2023-09,UK,West,Sales,57279.72,36804.15,94083.87,60918.82,37229.54,95031.56,-3639.1,-425.39,-947.69
2023-09-01,2023-09,UK,West,Technology,65638.25,39731.49,105369.74,70562.1,42371.82,104592.09,-4923.85,-2640.33,777.65
2023-09-01,2023-09,USA,Central,G&A,41986.57,26537.55,68524.12,46086.35,27233.16,70917.28,-4099.78,-695.61,-2393.16
2023-09-01,2023-09,USA,Central,Marketing,51294.96,35119.04,86414.0,55165.42,36660.93,89387.38,-3870.46,-1541.89,-2973.38
2023-09-01,2023-09,USA,Central,Operations,106386.31,55083.48,161469.79,111089.24,56625.48,167045.28,-4702.93,-1542.0,-5575.49
2023-09-01,2023-09,USA,Central,Sales,77665.34,46052.7,123718.04,77228.77,48076.86,127485.59,436.57,-2024.16,-3767.55
2023-09-01,2023-09,USA,Central,Technology,87743.79,55362.73,143106.52,94770.93,59662.54,144966.1,-7027.14,-4299.81,-1859.58
2023-09-01,2023-09,USA,East,G&A,39992.87,25013.9,65006.78,42180.08,25564.64,66663.62,-2187.21,-550.74,-1656.84
2023-09-01,2023-09,USA,East,Marketing,54638.92,33718.77,88357.68,59314.26,35854.4,89649.74,-4675.34,-2135.63,-1292.06
2023-09-01,2023-09,USA,East,Operations,93342.53,67488.16,160830.69,99680.15,70094.8,173612.83,-6337.62,-2606.64,-12782.14
2023-09-01,2023-09,USA,East,Sales,75121.24,39084.96,114206.2,76395.5,42102.94,126971.0,-1274.26,-3017.98,-12764.8
2023-09-01,2023-09,USA,East,Technology,88741.74,57115.23,145856.98,90306.92,58198.22,151025.88,-1565.18,-1082.99,-5168.9
2023-09-01,2023-09,USA,International,G&A,33112.08,22876.16,55988.24,34508.2,23491.6,55232.97,-1396.12,-615.44,755.27
2023-09-01,2023-09,USA,International,Marketing,46883.31,27756.63,74639.93,47740.04,28542.43,80221.25,-856.73,-785.8,-5581.32
2023-09-01,2023-09,USA,International,Operations,72158.16,49864.42,122022.58,73926.83,52968.11,125282.69,-1768.67,-3103.69,-3260.11
2023-09-01,2023-09,USA,International,Sales,61360.58,38220.51,99581.09,62123.06,39975.72,102374.02,-762.48,-1755.21,-2792.93
2023-09-01,2023-09,USA,International,Technology,71622.34,43382.94,115005.28,73148.03,44891.11,116596.27,-1525.69,-1508.17,-1590.99
2023-09-01,2023-09,USA,West,G&A,52171.2,29980.08,82151.28,51382.54,30260.57,85743.25,788.66,-280.49,-3591.97
2023-09-01,2023-09,USA,West,Marketing,63072.27,38725.52,101797.79,69925.2,40845.82,108700.56,-6852.93,-2120.3,-6902.77
2023-09-01,2023-09,USA,West,Operations,121109.02,73398.3,194507.32,131306.81,81072.23,198152.17,-10197.79,-7673.93,-3644.85
2023-09-01,2023-09,USA,West,Sales,87082.43,51606.48,138688.91,89750.54,54417.55,142605.38,-2668.11,-2811.07,-3916.47
2023-09-01,2023-09,USA,West,Technology,116137.27,65742.84,181880.11,118517.49,69585.35,192680.17,-2380.22,-3842.51,-10800.06
2023-10-01,2023-10,Canada,Central,G&A,33903.13,20521.56,54424.69,35657.18,20922.03,57122.9,-1754.05,-400.47,-2698.21
2023-10-01,2023-10,Canada,Central,Marketing,37785.89,24557.05,62342.93,40225.89,25570.83,63733.82,-2440.0,-1013.78,-1390.89
2023-10-01,2023-10,Canada,Central,Operations,74167.18,47118.68,121285.86,75949.01,48436.74,121231.76,-1781.83,-1318.06,54.1
2023-10-01,2023-10,Canada,Central,Sales,62958.69,32885.93,95844.62,61457.95,34368.38,97241.39,1500.74,-1482.45,-1396.77
2023-10-01,2023-10,Canada,Central,Technology,60295.28,42629.31,102924.59,61977.85,41394.22,106565.08,-1682.57,1235.09,-3640.49
2023-10-01,2023-10,Canada,East,G&A,31305.63,19609.65,50915.28,34576.92,20013.83,52597.51,-3271.29,-404.18,-1682.23
2023-10-01,2023-10,Canada,East,Marketing,40148.26,22508.56,62656.82,43037.84,22578.01,65094.85,-2889.58,-69.45,-2438.03
2023-10-01,2023-10,Canada,East,Operations,73254.19,46694.01,119948.2,74024.1,49140.28,124861.52,-769.91,-2446.27,-4913.32
2023-10-01,2023-10,Canada,East,Sales,54838.72,32224.35,87063.07,60295.58,33535.26,84999.68,-5456.86,-1310.91,2063.39
2023-10-01,2023-10,Canada,East,Technology,70335.05,36332.45,106667.5,73048.71,39854.02,111020.02,-2713.66,-3521.57,-4352.52
2023-10-01,2023-10,Canada,International,G&A,25273.73,16008.56,41282.29,25710.89,16362.61,42434.86,-437.16,-354.05,-1152.57
2023-10-01,2023-10,Canada,International,Marketing,34081.94,19856.74,53938.68,34863.88,21152.65,54564.35,-781.94,-1295.91,-625.67
2023-10-01,2023-10,Canada,International,Operations,61171.0,38035.06,99206.06,63706.12,41543.28,98197.3,-2535.12,-3508.22,1008.76
2023-10-01,2023-10,Canada,International,Sales,42560.37,33025.3,75585.67,44960.97,33263.83,80842.4,-2400.6,-238.53,-5256.73
2023-10-01,2023-10,Canada,International,Technology,57153.17,32472.52,89625.69,61043.45,33356.71,96701.21,-3890.28,-884.19,-7075.52
2023-10-01,2023-10,Canada,West,G&A,36166.96,22646.83,58813.79,40128.5,24353.23,60591.51,-3961.54,-1706.4,-1777.72
2023-10-01,2023-10,Canada,West,Marketing,44784.4,29685.66,74470.07,47405.71,32184.54,77866.72,-2621.31,-2498.88,-3396.65
2023-10-01,2023-10,Canada,West,Operations,92966.95,59722.99,152689.94,95545.39,62190.59,165612.35,-2578.44,-2467.6,-12922.41
2023-10-01,2023-10,Canada,West,Sales,66913.2,40343.62,107256.82,68671.96,40166.83,114933.66,-1758.76,176.79,-7676.84
2023-10-01,2023-10,Canada,West,Technology,76177.2,54378.96,130556.16,76722.13,56124.07,135990.82,-544.93,-1745.11,-5434.66
2023-10-01,2023-10,UK,Central,G&A,28670.43,18916.19,47586.62,29915.27,18951.08,49151.64,-1244.84,-34.89,-1565.02
2023-10-01,2023-10,UK,Central,Marketing,36053.02,19699.83,55752.84,37222.31,21268.89,61569.26,-1169.29,-1569.06,-5816.42
2023-10-01,2023-10,UK,Central,Operations,65861.89,39227.38,105089.27,65053.43,40415.43,110609.44,808.46,-1188.05,-5520.17
2023-10-01,2023-10,UK,Central,Sales,49108.22,26348.93,75457.15,52759.29,27281.0,81915.5,-3651.07,-932.07,-6458.35
2023-10-01,2023-10,UK,Central,Technology,59566.41,32402.34,91968.75,64280.73,33412.6,101494.98,-4714.32,-1010.26,-9526.23
2023-10-01,2023-10,UK,East,G&A,24702.95,15176.19,39879.13,24879.52,15365.61,41469.69,-176.57,-189.42,-1590.56
2023-10-01,2023-10,UK,East,Marketing,31724.92,19501.69,51226.61,33060.53,21696.25,52423.51,-1335.61,-2194.56,-1196.9
2023-10-01,2023-10,UK,East,Operations,68355.13,37926.93,106282.06,68298.01,39647.21,111111.8,57.12,-1720.28,-4829.74
2023-10-01,2023-10,UK,East,Sales,47337.47,25865.95,73203.42,49009.06,26520.5,79111.47,-1671.59,-654.55,-5908.05
2023-10-01,2023-10,UK,East,Technology,61196.1,33268.94,94465.04,61914.19,33473.05,94290.35,-718.09,-204.11,174.69
2023-10-01,2023-10,UK,International,G&A,20383.79,11345.77,31729.56,20853.25,12298.82,34121.17,-469.46,-953.05,-2391.61
2023-10-01,2023-10,UK,International,Marketing,28699.25,17743.93,46443.18,29603.73,18811.98,47162.6,-904.48,-1068.05,-719.42
2023-10-01,2023-10,UK,International,Operations,56671.23,28863.53,85534.76,58653.06,29216.03,89572.61,-1981.83,-352.5,-4037.85
2023-10-01,2023-10,UK,International,Sales,40798.45,22601.42,63399.87,44046.52,23085.02,64480.36,-3248.07,-483.6,-1080.49
2023-10-01,2023-10,UK,International,Technology,48898.93,25794.59,74693.52,49063.92,25565.52,78161.01,-164.99,229.07,-3467.49
2023-10-01,2023-10,UK,West,G&A,28672.7,17364.8,46037.5,29697.17,18570.83,46093.47,-1024.47,-1206.03,-55.97
2023-10-01,2023-10,UK,West,Marketing,40130.61,27518.32,67648.94,43860.01,28534.3,70361.57,-3729.4,-1015.98,-2712.63
2023-10-01,2023-10,UK,West,Operations,71541.05,41502.94,113044.0,75819.66,42517.49,112329.14,-4278.61,-1014.55,714.86
2023-10-01,2023-10,UK,West,Sales,54489.01,35655.95,90144.96,57003.33,36646.53,96063.2,-2514.32,-990.58,-5918.24
2023-10-01,2023-10,UK,West,Technology,70924.79,42711.39,113636.18,75474.09,45425.64,118625.71,-4549.3,-2714.25,-4989.53
2023-10-01,2023-10,USA,Central,G&A,46051.98,25703.81,71755.8,47199.46,25488.52,77963.48,-1147.48,215.29,-6207.68
2023-10-01,2023-10,USA,Central,Marketing,62867.22,34312.38,97179.6,66523.7,35577.12,106205.26,-3656.48,-1264.74,-9025.66
2023-10-01,2023-10,USA,Central,Operations,101976.55,63705.68,165682.23,103290.93,66754.41,176899.59,-1314.38,-3048.73,-11217.36
2023-10-01,2023-10,USA,Central,Sales,78130.03,39699.61,117829.65,82880.98,43865.07,120477.17,-4750.95,-4165.46,-2647.52
2023-10-01,2023-10,USA,Central,Technology,89221.28,63811.74,153033.02,88109.94,69038.07,147419.21,1111.34,-5226.33,5613.81
2023-10-01,2023-10,USA,East,G&A,41178.92,26480.64,67659.56,42723.75,28270.15,71963.52,-1544.83,-1789.51,-4303.96
2023-10-01,2023-10,USA,East,Marketing,50525.3,30883.91,81409.21,51883.59,30516.58,89311.29,-1358.29,367.33,-7902.08
2023-10-01,2023-10,USA,East,Operations,93288.83,51627.96,144916.79,94088.43,54815.85,151581.87,-799.6,-3187.89,-6665.08
2023-10-01,2023-10,USA,East,Sales,69907.56,48560.54,118468.1,75668.89,52186.52,123382.63,-5761.33,-3625.98,-4914.53
2023-10-01,2023-10,USA,East,Technology,96257.94,51872.46,148130.4,99187.19,55828.97,155767.41,-2929.25,-3956.51,-7637.01
2023-10-01,2023-10,USA,International,G&A,35336.64,20038.17,55374.81,36756.91,22965.67,62453.34,-1420.27,-2927.5,-7078.53
2023-10-01,2023-10,USA,International,Marketing,39655.46,30918.36,70573.82,42444.56,32735.78,72678.09,-2789.1,-1817.42,-2104.27
2023-10-01,2023-10,USA,International,Operations,81653.55,49278.54,130932.09,86594.86,50891.59,138934.72,-4941.31,-1613.05,-8002.63
2023-10-01,2023-10,USA,International,Sales,63280.41,43238.27,106518.68,69303.3,44777.69,110850.74,-6022.89,-1539.42,-4332.06
2023-10-01,2023-10,USA,International,Technology,76377.22,48745.12,125122.34,76044.43,50943.96,131574.74,332.79,-2198.84,-6452.4
2023-10-01,2023-10,USA,West,G&A,48467.04,30833.69,79300.73,49394.01,30510.94,79013.82,-926.97,322.75,286.91
2023-10-01,2023-10,USA,West,Marketing,69660.95,38303.85,107964.8,72435.93,38372.97,114749.89,-2774.98,-69.12,-6785.09
2023-10-01,2023-10,USA,West,Operations,128083.57,66798.8,194882.37,134521.4,66945.0,201361.37,-6437.83,-146.2,-6479.0
2023-10-01,2023-10,USA,West,Sales,87327.9,58655.58,145983.48,88346.47,61890.42,155503.2,-1018.57,-3234.84,-9519.72
2023-10-01,2023-10,USA,West,Technology,109263.27,69565.99,178829.26,118196.28,70459.52,193670.12,-8933.01,-893.53,-14840.86
2023-11-01,2023-11,Canada,Central,G&A,33497.78,18895.58,52393.36,34406.22,20258.19,55913.23,-908.44,-1362.61,-3519.87
2023-11-01,2023-11,Canada,Central,Marketing,38866.51,22758.91,61625.42,38987.22,24956.99,62719.71,-120.71,-2198.08,-1094.29
2023-11-01,2023-11,Canada,Central,Operations,72698.06,47608.33,120306.38,71723.69,50201.32,115471.65,974.37,-2592.99,4834.73
2023-11-01,2023-11,Canada,Central,Sales,58413.92,35661.81,94075.73,59927.4,37988.55,96873.74,-1513.48,-2326.74,-2798.01
2023-11-01,2023-11,Canada,Central,Technology,65860.32,45759.45,111619.77,70809.14,46263.07,116891.89,-4948.82,-503.62,-5272.12
2023-11-01,2023-11,Canada,East,G&A,28315.34,17444.78,45760.12,28929.35,18549.37,48722.79,-614.01,-1104.59,-2962.67
2023-11-01,2023-11,Canada,East,Marketing,35067.73,25749.67,60817.39,37013.87,25902.12,63451.04,-1946.14,-152.45,-2633.65
2023-11-01,2023-11,Canada,East,Operations,73293.69,43824.49,117118.17,76097.75,46919.8,126882.14,-2804.06,-3095.31,-9763.97
2023-11-01,2023-11,Canada,East,Sales,55950.35,30438.1,86388.45,56848.27,30273.32,88748.38,-897.92,164.78,-2359.93
2023-11-01,2023-11,Canada,East,Technology,64558.34,40574.0,105132.34,66187.15,42330.19,110574.92,-1628.81,-1756.19,-5442.58
2023-11-01,2023-11,Canada,International,G&A,25098.94,16900.97,41999.91,26660.05,17556.15,45228.56,-1561.11,-655.18,-3228.65
2023-11-01,2023-11,Canada,International,Marketing,34581.41,21726.29,56307.7,36116.89,23676.72,58167.06,-1535.48,-1950.43,-1859.36
2023-11-01,2023-11,Canada,International,Operations,62436.43,37609.42,100045.86,66317.4,38785.96,105683.83,-3880.97,-1176.54,-5637.97
2023-11-01,2023-11,Canada,International,Sales,46432.95,28437.26,74870.21,47311.61,29501.06,78935.02,-878.66,-1063.8,-4064.81
2023-11-01,2023-11,Canada,International,Technology,60355.88,35845.07,96200.95,60455.3,38638.18,101283.72,-99.42,-2793.11,-5082.77
2023-11-01,2023-11,Canada,West,G&A,36941.23,21354.9,58296.13,41207.62,22257.39,62308.72,-4266.39,-902.49,-4012.59
2023-11-01,2023-11,Canada,West,Marketing,48288.3,29426.48,77714.78,49810.63,30766.69,81923.82,-1522.33,-1340.21,-4209.04
2023-11-01,2023-11,Canada,West,Operations,89478.62,44795.87,134274.49,96546.01,46978.04,147106.19,-7067.39,-2182.17,-12831.7
