month_start,period,entity,region,department,actual_ending_headcount,actual_payroll_cost,budget_ending_headcount,budget_payroll_cost,headcount_variance,payroll_variance
2023-05-01,2023-05,USA,East,Sales,16,117164.55,17.04,118739.32,-1.04,-1574.77
2023-05-01,2023-05,USA,East,Technology,13,111751.12,13.5,112099.24,-0.5,-348.12
2023-05-01,2023-05,USA,International,G&A,5,35322.37,5.07,35865.7,-0.07,-543.33
2023-05-01,2023-05,USA,International,Marketing,8,70728.18,8.19,71046.78,-0.19,-318.6
2023-05-01,2023-05,USA,International,Operations,17,108942.02,17.38,108349.42,-0.38,592.6
2023-05-01,2023-05,USA,International,Sales,13,79061.34,14.47,80821.26,-1.47,-1759.92
2023-05-01,2023-05,USA,International,Technology,11,65819.68,10.66,69683.01,0.34,-3863.33
2023-05-01,2023-05,USA,West,G&A,8,53811.61,8.45,55391.01,-0.45,-1579.4
2023-05-01,2023-05,USA,West,Marketing,11,79990.58,11.17,84033.88,-0.17,-4043.3
2023-05-01,2023-05,USA,West,Operations,25,232666.26,25.35,242887.06,-0.35,-10220.8
2023-05-01,2023-05,USA,West,Sales,19,157591.44,19.92,164878.34,-0.92,-7286.9
2023-05-01,2023-05,USA,West,Technology,15,120642.84,14.98,125457.68,0.02,-4814.84
2023-06-01,2023-06,Canada,Central,G&A,6,41296.61,6.05,42159.32,-0.05,-862.71
2023-06-01,2023-06,Canada,Central,Marketing,7,46744.97,7.19,48218.66,-0.19,-1473.69
2023-06-01,2023-06,Canada,Central,Operations,16,112128.53,16.4,114323.63,-0.4,-2195.1
2023-06-01,2023-06,Canada,Central,Sales,12,70680.89,12.18,76111.53,-0.18,-5430.64
2023-06-01,2023-06,Canada,Central,Technology,10,60881.99,10.26,64585.67,-0.26,-3703.68
2023-06-01,2023-06,Canada,East,G&A,5,36719.26,5.33,38587.69,-0.33,-1868.43
2023-06-01,2023-06,Canada,East,Marketing,7,42658.69,7.26,45147.59,-0.26,-2488.9
2023-06-01,2023-06,Canada,East,Operations,17,116021.44,17.75,122502.93,-0.75,-6481.49
2023-06-01,2023-06,Canada,East,Sales,12,106009.32,12.37,105637.85,-0.37,371.47
2023-06-01,2023-06,Canada,East,Technology,9,66475.75,8.57,67746.54,0.43,-1270.79
2023-06-01,2023-06,Canada,International,G&A,4,22752.92,4.11,22631.21,-0.11,121.71
2023-06-01,2023-06,Canada,International,Marketing,6,39495.95,6.36,42282.9,-0.36,-2786.95
2023-06-01,2023-06,Canada,International,Operations,12,92701.08,12.19,94253.17,-0.19,-1552.09
2023-06-01,2023-06,Canada,International,Sales,9,75262.9,9.15,80789.06,-0.15,-5526.16
2023-06-01,2023-06,Canada,International,Technology,9,62051.38,9.27,65818.92,-0.27,-3767.54
2023-06-01,2023-06,Canada,West,G&A,6,35557.74,6.31,34678.8,-0.31,878.94
2023-06-01,2023-06,Canada,West,Marketing,8,46297.61,8.62,46555.18,-0.62,-257.57
2023-06-01,2023-06,Canada,West,Operations,19,133092.86,18.88,141319.43,0.12,-8226.57
2023-06-01,2023-06,Canada,West,Sales,13,63845.81,12.93,65590.8,0.07,-1744.99
2023-06-01,2023-06,Canada,West,Technology,12,108942.54,12.44,110131.99,-0.44,-1189.45
2023-06-01,2023-06,UK,Central,G&A,4,29658.81,4.07,31453.07,-0.07,-1794.26
2023-06-01,2023-06,UK,Central,Marketing,6,41453.89,6.13,42239.43,-0.13,-785.54
2023-06-01,2023-06,UK,Central,Operations,13,77242.44,13.36,82626.97,-0.36,-5384.53
2023-06-01,2023-06,UK,Central,Sales,10,71710.33,10.25,75474.06,-0.25,-3763.73
2023-06-01,2023-06,UK,Central,Technology,9,72587.02,9.33,76801.68,-0.33,-4214.66
2023-06-01,2023-06,UK,East,G&A,4,27676.33,4.17,28095.97,-0.17,-419.64
2023-06-01,2023-06,UK,East,Marketing,6,40537.26,6.23,43775.33,-0.23,-3238.07
2023-06-01,2023-06,UK,East,Operations,14,86564.33,13.76,87620.94,0.24,-1056.61
2023-06-01,2023-06,UK,East,Sales,10,70298.48,10.32,74633.86,-0.32,-4335.38
2023-06-01,2023-06,UK,East,Technology,9,50574.54,9.43,53838.33,-0.43,-3263.79
2023-06-01,2023-06,UK,International,G&A,3,24449.49,3.14,25015.47,-0.14,-565.98
2023-06-01,2023-06,UK,International,Marketing,5,36023.14,5.26,36809.61,-0.26,-786.47
2023-06-01,2023-06,UK,International,Operations,11,84318.3,10.74,87736.25,0.26,-3417.95
2023-06-01,2023-06,UK,International,Sales,8,52068.07,8.55,53984.74,-0.55,-1916.67
2023-06-01,2023-06,UK,International,Technology,7,54189.95,7.12,55708.69,-0.12,-1518.74
2023-06-01,2023-06,UK,West,G&A,5,38343.9,5.14,40840.13,-0.14,-2496.23
2023-06-01,2023-06,UK,West,Marketing,7,48830.54,7.33,52169.11,-0.33,-3338.57
2023-06-01,2023-06,UK,West,Operations,16,112600.08,16.35,112787.39,-0.35,-187.31
2023-06-01,2023-06,UK,West,Sales,12,93257.6,13.02,94355.74,-1.02,-1098.14
2023-06-01,2023-06,UK,West,Technology,10,71860.08,9.95,77362.97,0.05,-5502.89
2023-06-01,2023-06,USA,Central,G&A,7,57709.56,7.19,58738.8,-0.19,-1029.24
2023-06-01,2023-06,USA,Central,Marketing,10,64522.06,10.52,64008.19,-0.52,513.87
2023-06-01,2023-06,USA,Central,Operations,22,136810.23,23.32,140386.07,-1.32,-3575.84
2023-06-01,2023-06,USA,Central,Sales,15,101482.19,15.47,103227.93,-0.47,-1745.74
2023-06-01,2023-06,USA,Central,Technology,13,105947.63,13.76,106958.29,-0.76,-1010.66
2023-06-01,2023-06,USA,East,G&A,7,40836.91,7.32,40472.27,-0.32,364.64
2023-06-01,2023-06,USA,East,Marketing,10,64796.48,10.38,69681.55,-0.38,-4885.07
2023-06-01,2023-06,USA,East,Operations,22,176092.14,22.15,184241.39,-0.15,-8149.25
2023-06-01,2023-06,USA,East,Sales,16,116191.79,16.42,117196.35,-0.42,-1004.56
2023-06-01,2023-06,USA,East,Technology,12,84014.99,13.16,85959.59,-1.16,-1944.6
2023-06-01,2023-06,USA,International,G&A,6,46202.33,6.04,46740.46,-0.04,-538.13
2023-06-01,2023-06,USA,International,Marketing,7,53862.92,7.35,52973.16,-0.35,889.76
2023-06-01,2023-06,USA,International,Operations,18,121041.04,18.09,118779.64,-0.09,2261.4
2023-06-01,2023-06,USA,International,Sales,13,96853.53,13.36,100837.41,-0.36,-3983.88
2023-06-01,2023-06,USA,International,Technology,11,89484.51,10.94,99689.02,0.06,-10204.51
2023-06-01,2023-06,USA,West,G&A,8,59021.05,7.81,57280.69,0.19,1740.36
2023-06-01,2023-06,USA,West,Marketing,11,73158.82,11.38,76643.77,-0.38,-3484.95
2023-06-01,2023-06,USA,West,Operations,25,187354.18,25.13,190327.43,-0.13,-2973.25
2023-06-01,2023-06,USA,West,Sales,19,112255.19,19.42,118627.66,-0.42,-6372.47
2023-06-01,2023-06,USA,West,Technology,15,113488.32,15.72,115736.45,-0.72,-2248.13
2023-07-01,2023-07,Canada,Central,G&A,5,35029.94,5.1,37138.17,-0.1,-2108.23
2023-07-01,2023-07,Canada,Central,Marketing,7,49549.22,7.45,49379.91,-0.45,169.31
2023-07-01,2023-07,Canada,Central,Operations,16,131370.76,16.87,134518.78,-0.87,-3148.02
2023-07-01,2023-07,Canada,Central,Sales,13,83898.84,13.23,87105.01,-0.23,-3206.17
2023-07-01,2023-07,Canada,Central,Technology,11,70904.01,11.69,73700.85,-0.69,-2796.84
2023-07-01,2023-07,Canada,East,G&A,5,32226.98,5.19,31582.32,-0.19,644.66
2023-07-01,2023-07,Canada,East,Marketing,7,54455.52,7.42,55027.42,-0.42,-571.9
2023-07-01,2023-07,Canada,East,Operations,16,115177.37,17.3,118128.29,-1.3,-2950.92
2023-07-01,2023-07,Canada,East,Sales,12,95810.62,12.35,101788.85,-0.35,-5978.23
2023-07-01,2023-07,Canada,East,Technology,10,67609.18,9.94,74109.8,0.06,-6500.62
2023-07-01,2023-07,Canada,International,G&A,4,28834.24,4.25,30188.22,-0.25,-1353.98
2023-07-01,2023-07,Canada,International,Marketing,5,38934.76,5.19,39538.59,-0.19,-603.83
2023-07-01,2023-07,Canada,International,Operations,13,89039.78,13.58,93071.23,-0.58,-4031.45
2023-07-01,2023-07,Canada,International,Sales,9,63647.49,9.54,67351.64,-0.54,-3704.15
2023-07-01,2023-07,Canada,International,Technology,8,60894.79,8.27,60708.75,-0.27,186.04
2023-07-01,2023-07,Canada,West,G&A,6,37430.44,6.37,37783.87,-0.37,-353.43
2023-07-01,2023-07,Canada,West,Marketing,8,51867.85,8.36,53316.31,-0.36,-1448.46
2023-07-01,2023-07,Canada,West,Operations,18,103515.25,18.93,104849.64,-0.93,-1334.39
2023-07-01,2023-07,Canada,West,Sales,14,103970.01,14.88,103431.55,-0.88,538.46
2023-07-01,2023-07,Canada,West,Technology,12,76556.58,12.36,81766.74,-0.36,-5210.16
2023-07-01,2023-07,UK,Central,G&A,4,33152.71,3.96,33617.44,0.04,-464.73
2023-07-01,2023-07,UK,Central,Marketing,6,43345.86,6.24,44713.59,-0.24,-1367.73
2023-07-01,2023-07,UK,Central,Operations,14,92400.27,14.54,97617.42,-0.54,-5217.15
2023-07-01,2023-07,UK,Central,Sales,10,82957.93,10.11,87530.05,-0.11,-4572.12
2023-07-01,2023-07,UK,Central,Technology,8,62322.62,8.25,67085.14,-0.25,-4762.52
2023-07-01,2023-07,UK,East,G&A,4,25192.41,4.1,25419.83,-0.1,-227.42
2023-07-01,2023-07,UK,East,Marketing,5,33750.17,5.19,35316.36,-0.19,-1566.19
2023-07-01,2023-07,UK,East,Operations,13,80051.38,12.59,81397.63,0.41,-1346.25
2023-07-01,2023-07,UK,East,Sales,10,64813.74,10.58,68890.48,-0.58,-4076.74
2023-07-01,2023-07,UK,East,Technology,8,50678.99,7.88,53519.35,0.12,-2840.36
2023-07-01,2023-07,UK,International,G&A,3,20379.77,3.02,21251.39,-0.02,-871.62
2023-07-01,2023-07,UK,International,Marketing,5,30730.32,5.38,31626.43,-0.38,-896.11
2023-07-01,2023-07,UK,International,Operations,12,100627.39,11.82,99506.85,0.18,1120.54
2023-07-01,2023-07,UK,International,Sales,8,56900.4,8.37,60147.92,-0.37,-3247.52
2023-07-01,2023-07,UK,International,Technology,6,40235.11,6.11,43514.91,-0.11,-3279.8
2023-07-01,2023-07,UK,West,G&A,5,29743.07,4.98,32348.03,0.02,-2604.96
2023-07-01,2023-07,UK,West,Marketing,7,62305.83,7.37,66947.95,-0.37,-4642.12
2023-07-01,2023-07,UK,West,Operations,17,122620.57,18.02,137171.46,-1.02,-14550.89
2023-07-01,2023-07,UK,West,Sales,12,81030.95,12.01,87441.78,-0.01,-6410.83
2023-07-01,2023-07,UK,West,Technology,10,85759.01,10.25,86505.88,-0.25,-746.87
2023-07-01,2023-07,USA,Central,G&A,7,39338.66,6.94,40970.94,0.06,-1632.28
2023-07-01,2023-07,USA,Central,Marketing,10,62900.67,10.73,64613.63,-0.73,-1712.96
2023-07-01,2023-07,USA,Central,Operations,22,150263.49,22.27,150972.81,-0.27,-709.32
2023-07-01,2023-07,USA,Central,Sales,17,149350.98,18.2,155758.72,-1.2,-6407.74
2023-07-01,2023-07,USA,Central,Technology,14,99857.76,13.84,103071.77,0.16,-3214.01
2023-07-01,2023-07,USA,East,G&A,6,35259.95,6.0,38379.17,0.0,-3119.22
2023-07-01,2023-07,USA,East,Marketing,10,75008.7,9.91,78869.47,0.09,-3860.77
2023-07-01,2023-07,USA,East,Operations,21,154848.12,21.61,162643.36,-0.61,-7795.24
2023-07-01,2023-07,USA,East,Sales,16,115800.21,15.9,117452.34,0.1,-1652.13
2023-07-01,2023-07,USA,East,Technology,14,102639.55,14.67,102220.5,-0.67,419.05
2023-07-01,2023-07,USA,International,G&A,6,43287.52,6.03,47374.05,-0.03,-4086.53
2023-07-01,2023-07,USA,International,Marketing,8,55751.52,8.51,58190.2,-0.51,-2438.68
2023-07-01,2023-07,USA,International,Operations,17,113757.47,17.63,110889.16,-0.63,2868.31
2023-07-01,2023-07,USA,International,Sales,14,115100.05,14.44,117543.03,-0.44,-2442.98
2023-07-01,2023-07,USA,International,Technology,12,93104.96,12.52,94388.47,-0.52,-1283.51
2023-07-01,2023-07,USA,West,G&A,8,63686.02,8.25,69735.72,-0.25,-6049.7
2023-07-01,2023-07,USA,West,Marketing,11,73072.06,11.66,74892.75,-0.66,-1820.69
2023-07-01,2023-07,USA,West,Operations,25,212894.84,26.67,220935.6,-1.67,-8040.76
2023-07-01,2023-07,USA,West,Sales,18,129492.82,17.42,139133.57,0.58,-9640.75
2023-07-01,2023-07,USA,West,Technology,16,122925.42,17.15,128204.22,-1.15,-5278.8
2023-08-01,2023-08,Canada,Central,G&A,5,37053.87,5.3,37701.96,-0.3,-648.09
2023-08-01,2023-08,Canada,Central,Marketing,7,51765.79,7.2,56157.24,-0.2,-4391.45
2023-08-01,2023-08,Canada,Central,Operations,15,109447.02,15.93,107300.07,-0.93,2146.95
2023-08-01,2023-08,Canada,Central,Sales,12,97385.19,12.29,103830.54,-0.29,-6445.35
2023-08-01,2023-08,Canada,Central,Technology,10,78038.93,10.5,81907.57,-0.5,-3868.64
2023-08-01,2023-08,Canada,East,G&A,5,31919.72,5.29,33343.17,-0.29,-1423.45
2023-08-01,2023-08,Canada,East,Marketing,7,46087.11,7.19,50493.59,-0.19,-4406.48
2023-08-01,2023-08,Canada,East,Operations,16,119902.51,15.52,126057.52,0.48,-6155.01
2023-08-01,2023-08,Canada,East,Sales,12,87523.7,12.08,89491.28,-0.08,-1967.58
2023-08-01,2023-08,Canada,East,Technology,10,80087.65,10.15,80325.21,-0.15,-237.56
2023-08-01,2023-08,Canada,International,G&A,4,31202.58,3.98,33279.33,0.02,-2076.75
2023-08-01,2023-08,Canada,International,Marketing,6,38788.95,6.38,40708.96,-0.38,-1920.01
2023-08-01,2023-08,Canada,International,Operations,13,96773.17,12.85,98241.55,0.15,-1468.38
2023-08-01,2023-08,Canada,International,Sales,11,87333.48,11.24,89680.88,-0.24,-2347.4
2023-08-01,2023-08,Canada,International,Technology,8,50112.23,7.94,50921.64,0.06,-809.41
2023-08-01,2023-08,Canada,West,G&A,6,47168.81,6.33,48781.8,-0.33,-1612.99
2023-08-01,2023-08,Canada,West,Marketing,8,51815.67,8.28,55843.44,-0.28,-4027.77
2023-08-01,2023-08,Canada,West,Operations,17,137674.06,16.98,134369.76,0.02,3304.3
2023-08-01,2023-08,Canada,West,Sales,15,111575.13,15.82,111058.89,-0.82,516.24
2023-08-01,2023-08,Canada,West,Technology,12,92281.82,12.44,95676.03,-0.44,-3394.21
2023-08-01,2023-08,UK,Central,G&A,4,31308.33,3.96,31294.81,0.04,13.52
2023-08-01,2023-08,UK,Central,Marketing,6,40687.26,6.27,41362.85,-0.27,-675.59
2023-08-01,2023-08,UK,Central,Operations,14,114482.57,14.3,116928.1,-0.3,-2445.53
2023-08-01,2023-08,UK,Central,Sales,11,80137.91,11.47,81843.69,-0.47,-1705.78
2023-08-01,2023-08,UK,Central,Technology,9,62166.72,9.06,65260.93,-0.06,-3094.21
2023-08-01,2023-08,UK,East,G&A,4,33954.3,4.22,35382.16,-0.22,-1427.86
2023-08-01,2023-08,UK,East,Marketing,6,43968.99,5.94,46470.46,0.06,-2501.47
2023-08-01,2023-08,UK,East,Operations,13,91743.9,14.17,91817.8,-1.17,-73.9
2023-08-01,2023-08,UK,East,Sales,10,98818.69,10.49,101429.25,-0.49,-2610.56
2023-08-01,2023-08,UK,East,Technology,8,56529.93,8.5,59085.43,-0.5,-2555.5
2023-08-01,2023-08,UK,International,G&A,3,18629.96,2.98,18979.69,0.02,-349.73
2023-08-01,2023-08,UK,International,Marketing,5,37395.79,5.26,40226.4,-0.26,-2830.61
2023-08-01,2023-08,UK,International,Operations,11,75327.34,10.58,79822.02,0.42,-4494.68
2023-08-01,2023-08,UK,International,Sales,8,51515.72,8.26,52455.43,-0.26,-939.71
2023-08-01,2023-08,UK,International,Technology,7,51302.24,7.09,52014.48,-0.09,-712.24
2023-08-01,2023-08,UK,West,G&A,5,39292.53,5.43,42501.16,-0.43,-3208.63
2023-08-01,2023-08,UK,West,Marketing,7,48934.62,7.47,50107.48,-0.47,-1172.86
2023-08-01,2023-08,UK,West,Operations,17,132758.57,17.65,130384.5,-0.65,2374.07
2023-08-01,2023-08,UK,West,Sales,12,104024.4,12.02,106893.08,-0.02,-2868.68
2023-08-01,2023-08,UK,West,Technology,10,94353.89,10.41,92953.29,-0.41,1400.6
2023-08-01,2023-08,USA,Central,G&A,7,54119.28,7.04,52336.29,-0.04,1782.99
2023-08-01,2023-08,USA,Central,Marketing,9,62662.99,9.13,62011.56,-0.13,651.43
2023-08-01,2023-08,USA,Central,Operations,21,150376.99,21.67,159383.11,-0.67,-9006.12
2023-08-01,2023-08,USA,Central,Sales,18,124080.32,17.95,126502.35,0.05,-2422.03
2023-08-01,2023-08,USA,Central,Technology,14,119460.5,13.83,124073.12,0.17,-4612.62
2023-08-01,2023-08,USA,East,G&A,7,44528.46,7.25,44676.58,-0.25,-148.12
2023-08-01,2023-08,USA,East,Marketing,9,57636.52,9.75,59018.17,-0.75,-1381.65
2023-08-01,2023-08,USA,East,Operations,21,187026.36,21.88,189761.29,-0.88,-2734.93
2023-08-01,2023-08,USA,East,Sales,16,107192.84,15.64,111228.32,0.36,-4035.48
2023-08-01,2023-08,USA,East,Technology,13,91037.01,13.64,96316.13,-0.64,-5279.12
2023-08-01,2023-08,USA,International,G&A,6,47511.93,6.1,48903.91,-0.1,-1391.98
2023-08-01,2023-08,USA,International,Marketing,8,59047.68,8.74,63540.29,-0.74,-4492.61
2023-08-01,2023-08,USA,International,Operations,16,114698.7,16.47,123100.75,-0.47,-8402.05
2023-08-01,2023-08,USA,International,Sales,13,85687.1,13.3,88282.97,-0.3,-2595.87
2023-08-01,2023-08,USA,International,Technology,11,78963.95,10.87,79315.08,0.13,-351.13
2023-08-01,2023-08,USA,West,G&A,8,64415.15,8.43,66799.64,-0.43,-2384.49
2023-08-01,2023-08,USA,West,Marketing,10,84180.92,10.42,85401.0,-0.42,-1220.08
2023-08-01,2023-08,USA,West,Operations,24,160066.43,25.31,164025.43,-1.31,-3959.0
2023-08-01,2023-08,USA,West,Sales,18,139241.55,17.78,141290.59,0.22,-2049.04
2023-08-01,2023-08,USA,West,Technology,16,133402.32,16.86,136997.24,-0.86,-3594.92
2023-09-01,2023-09,Canada,Central,G&A,5,35147.25,5.36,36054.33,-0.36,-907.08
2023-09-01,2023-09,Canada,Central,Marketing,7,54016.71,7.48,54975.36,-0.48,-958.65
2023-09-01,2023-09,Canada,Central,Operations,15,101697.45,15.86,107092.09,-0.86,-5394.64
2023-09-01,2023-09,Canada,Central,Sales,12,82681.06,12.55,89683.44,-0.55,-7002.38
2023-09-01,2023-09,Canada,Central,Technology,10,73401.08,9.66,79038.29,0.34,-5637.21
2023-09-01,2023-09,Canada,East,G&A,5,31515.62,4.95,34195.92,0.05,-2680.3
2023-09-01,2023-09,Canada,East,Marketing,7,53485.81,7.46,51851.4,-0.46,1634.41
2023-09-01,2023-09,Canada,East,Operations,15,97603.39,15.4,103320.47,-0.4,-5717.08
2023-09-01,2023-09,Canada,East,Sales,11,79724.1,11.56,83505.66,-0.56,-3781.56
2023-09-01,2023-09,Canada,East,Technology,10,74186.12,10.16,70559.75,-0.16,3626.37
2023-09-01,2023-09,Canada,International,G&A,4,30570.76,3.79,32191.63,0.21,-1620.87
2023-09-01,2023-09,Canada,International,Marketing,5,39747.0,5.07,42461.51,-0.07,-2714.51
2023-09-01,2023-09,Canada,International,Operations,13,105680.97,13.4,110025.44,-0.4,-4344.47
2023-09-01,2023-09,Canada,International,Sales,10,70660.05,10.81,71866.35,-0.81,-1206.3
2023-09-01,2023-09,Canada,International,Technology,7,43664.64,6.83,44634.74,0.17,-970.1
2023-09-01,2023-09,Canada,West,G&A,6,46143.76,6.44,46837.91,-0.44,-694.15
2023-09-01,2023-09,Canada,West,Marketing,8,70399.04,8.59,74125.17,-0.59,-3726.13
2023-09-01,2023-09,Canada,West,Operations,18,136922.49,18.57,139514.19,-0.57,-2591.7
2023-09-01,2023-09,Canada,West,Sales,15,112242.91,15.4,119391.01,-0.4,-7148.1
2023-09-01,2023-09,Canada,West,Technology,12,85546.1,12.45,86761.58,-0.45,-1215.48
2023-09-01,2023-09,UK,Central,G&A,4,24466.01,3.97,25826.31,0.03,-1360.3
2023-09-01,2023-09,UK,Central,Marketing,6,43543.1,5.84,43897.3,0.16,-354.2
2023-09-01,2023-09,UK,Central,Operations,14,100723.62,14.98,107633.26,-0.98,-6909.64
2023-09-01,2023-09,UK,Central,Sales,10,70805.86,10.22,71955.4,-0.22,-1149.54
2023-09-01,2023-09,UK,Central,Technology,9,58055.88,9.42,61007.82,-0.42,-2951.94
2023-09-01,2023-09,UK,East,G&A,5,33625.03,4.93,36629.32,0.07,-3004.29
2023-09-01,2023-09,UK,East,Marketing,6,39993.86,6.13,41175.15,-0.13,-1181.29
2023-09-01,2023-09,UK,East,Operations,13,82273.42,13.43,86406.13,-0.43,-4132.71
2023-09-01,2023-09,UK,East,Sales,10,76239.72,9.9,76319.01,0.1,-79.29
2023-09-01,2023-09,UK,East,Technology,9,69386.79,9.2,75385.47,-0.2,-5998.68
2023-09-01,2023-09,UK,International,G&A,4,35782.07,4.07,38063.0,-0.07,-2280.93
2023-09-01,2023-09,UK,International,Marketing,5,38810.73,5.17,40338.74,-0.17,-1528.01
2023-09-01,2023-09,UK,International,Operations,11,73229.11,11.48,77524.17,-0.48,-4295.06
2023-09-01,2023-09,UK,International,Sales,8,60440.72,8.18,60927.42,-0.18,-486.7
2023-09-01,2023-09,UK,International,Technology,7,43834.3,7.11,45715.53,-0.11,-1881.23
2023-09-01,2023-09,UK,West,G&A,5,37847.07,5.2,38433.31,-0.2,-586.24
2023-09-01,2023-09,UK,West,Marketing,7,40294.04,6.94,40900.53,0.06,-606.49
2023-09-01,2023-09,UK,West,Operations,16,117665.91,16.31,124072.74,-0.31,-6406.83
2023-09-01,2023-09,UK,West,Sales,12,89631.18,12.17,94997.45,-0.17,-5366.27
2023-09-01,2023-09,UK,West,Technology,10,69296.01,10.53,71297.42,-0.53,-2001.41
2023-09-01,2023-09,USA,Central,G&A,7,49551.74,7.07,51528.17,-0.07,-1976.43
2023-09-01,2023-09,USA,Central,Marketing,9,65924.8,9.41,64872.11,-0.41,1052.69
2023-09-01,2023-09,USA,Central,Operations,23,164674.53,23.45,165394.19,-0.45,-719.66
2023-09-01,2023-09,USA,Central,Sales,17,132133.56,17.38,132795.19,-0.38,-661.63
2023-09-01,2023-09,USA,Central,Technology,14,102737.42,13.94,103676.29,0.06,-938.87
2023-09-01,2023-09,USA,East,G&A,7,48189.0,7.51,48170.99,-0.51,18.01
2023-09-01,2023-09,USA,East,Marketing,10,91170.94,9.62,92688.09,0.38,-1517.15
2023-09-01,2023-09,USA,East,Operations,20,114845.58,19.88,116581.93,0.12,-1736.35
2023-09-01,2023-09,USA,East,Sales,16,96469.41,16.09,97940.85,-0.09,-1471.44
2023-09-01,2023-09,USA,East,Technology,14,101421.15,13.84,104317.22,0.16,-2896.07
2023-09-01,2023-09,USA,International,G&A,6,49418.18,6.16,48693.13,-0.16,725.05
2023-09-01,2023-09,USA,International,Marketing,8,59723.53,8.38,63150.27,-0.38,-3426.74
2023-09-01,2023-09,USA,International,Operations,18,133606.07,18.6,136641.81,-0.6,-3035.74
2023-09-01,2023-09,USA,International,Sales,14,116826.17,14.03,121935.99,-0.03,-5109.82
2023-09-01,2023-09,USA,International,Technology,11,86287.06,11.62,86862.33,-0.62,-575.27
2023-09-01,2023-09,USA,West,G&A,8,64987.3,7.88,67253.38,0.12,-2266.08
2023-09-01,2023-09,USA,West,Marketing,11,82493.78,11.38,86615.87,-0.38,-4122.09
2023-09-01,2023-09,USA,West,Operations,25,184098.03,25.7,183893.04,-0.7,204.99
2023-09-01,2023-09,USA,West,Sales,18,132044.06,19.08,130191.02,-1.08,1853.04
2023-09-01,2023-09,USA,West,Technology,15,114595.02,16.04,113532.09,-1.04,1062.93
2023-10-01,2023-10,Canada,Central,G&A,5,38372.99,5.4,39783.88,-0.4,-1410.89
2023-10-01,2023-10,Canada,Central,Marketing,7,54893.78,7.29,55825.96,-0.29,-932.18
2023-10-01,2023-10,Canada,Central,Operations,16,134535.57,15.96,137420.23,0.04,-2884.66
2023-10-01,2023-10,Canada,Central,Sales,12,88721.83,12.42,94417.67,-0.42,-5695.84
2023-10-01,2023-10,Canada,Central,Technology,10,72187.57,10.33,75555.58,-0.33,-3368.01
2023-10-01,2023-10,Canada,East,G&A,5,33130.89,4.99,33683.37,0.01,-552.48
2023-10-01,2023-10,Canada,East,Marketing,7,55424.66,7.4,57088.87,-0.4,-1664.21
2023-10-01,2023-10,Canada,East,Operations,15,116497.93,16.15,114622.14,-1.15,1875.79
2023-10-01,2023-10,Canada,East,Sales,11,64711.32,11.57,64705.1,-0.57,6.22
2023-10-01,2023-10,Canada,East,Technology,10,71739.89,10.57,76819.66,-0.57,-5079.77
2023-10-01,2023-10,Canada,International,G&A,4,19686.85,4.18,20853.02,-0.18,-1166.17
2023-10-01,2023-10,Canada,International,Marketing,6,46518.56,6.34,47293.84,-0.34,-775.28
2023-10-01,2023-10,Canada,International,Operations,13,72053.68,14.01,74561.78,-1.01,-2508.1
2023-10-01,2023-10,Canada,International,Sales,10,72378.35,10.0,77009.52,0.0,-4631.17
2023-10-01,2023-10,Canada,International,Technology,8,73413.59,8.44,74424.09,-0.44,-1010.5
2023-10-01,2023-10,Canada,West,G&A,6,28307.59,6.03,28324.23,-0.03,-16.64
2023-10-01,2023-10,Canada,West,Marketing,9,61673.94,9.22,60561.09,-0.22,1112.85
2023-10-01,2023-10,Canada,West,Operations,20,142114.1,20.07,148410.43,-0.07,-6296.33
2023-10-01,2023-10,Canada,West,Sales,13,105142.21,13.58,104352.41,-0.58,789.8
2023-10-01,2023-10,Canada,West,Technology,12,89097.04,12.4,93200.26,-0.4,-4103.22
2023-10-01,2023-10,UK,Central,G&A,4,31739.77,3.87,33094.27,0.13,-1354.5
2023-10-01,2023-10,UK,Central,Marketing,6,42715.48,6.5,43610.02,-0.5,-894.54
2023-10-01,2023-10,UK,Central,Operations,14,90145.08,14.09,93004.7,-0.09,-2859.62
2023-10-01,2023-10,UK,Central,Sales,11,74143.31,11.79,74927.75,-0.79,-784.44
2023-10-01,2023-10,UK,Central,Technology,9,62318.31,9.51,61466.57,-0.51,851.74
2023-10-01,2023-10,UK,East,G&A,4,24854.36,4.04,25407.87,-0.04,-553.51
2023-10-01,2023-10,UK,East,Marketing,6,40462.05,5.92,40890.67,0.08,-428.62
2023-10-01,2023-10,UK,East,Operations,13,91457.84,12.98,98753.03,0.02,-7295.19
2023-10-01,2023-10,UK,East,Sales,10,80194.15,10.12,83513.43,-0.12,-3319.28
2023-10-01,2023-10,UK,East,Technology,8,55319.88,8.25,54727.59,-0.25,592.29
2023-10-01,2023-10,UK,International,G&A,3,26067.19,2.8,26516.05,0.2,-448.86
2023-10-01,2023-10,UK,International,Marketing,5,35781.77,5.13,36980.05,-0.13,-1198.28
2023-10-01,2023-10,UK,International,Operations,11,67528.48,12.14,67862.37,-1.14,-333.89
2023-10-01,2023-10,UK,International,Sales,8,69619.56,8.08,68829.84,-0.08,789.72
2023-10-01,2023-10,UK,International,Technology,7,52945.51,7.33,55614.3,-0.33,-2668.79
2023-10-01,2023-10,UK,West,G&A,5,37361.76,5.27,38703.12,-0.27,-1341.36
2023-10-01,2023-10,UK,West,Marketing,7,62620.06,7.09,65372.64,-0.09,-2752.58
