month_start,period,entity,region,department,ending_headcount,avg_monthly_salary,payroll_cost,scenario
2023-07-01,2023-07,Canada,West,Operations,18,5750.85,103515.25,Actual
2023-07-01,2023-07,Canada,Central,Operations,16,8210.67,131370.76,Actual
2023-07-01,2023-07,Canada,East,Operations,16,7198.59,115177.37,Actual
2023-07-01,2023-07,Canada,International,Operations,13,6849.21,89039.78,Actual
2023-07-01,2023-07,Canada,West,G&A,6,6238.41,37430.44,Actual
2023-07-01,2023-07,Canada,Central,G&A,5,7005.99,35029.94,Actual
2023-07-01,2023-07,Canada,East,G&A,5,6445.4,32226.98,Actual
2023-07-01,2023-07,Canada,International,G&A,4,7208.56,28834.24,Actual
2023-07-01,2023-07,Canada,West,Technology,12,6379.72,76556.58,Actual
2023-07-01,2023-07,Canada,Central,Technology,11,6445.82,70904.01,Actual
2023-07-01,2023-07,Canada,East,Technology,10,6760.92,67609.18,Actual
2023-07-01,2023-07,Canada,International,Technology,8,7611.85,60894.79,Actual
2023-07-01,2023-07,USA,West,Sales,18,7194.05,129492.82,Actual
2023-07-01,2023-07,USA,Central,Sales,17,8785.35,149350.98,Actual
2023-07-01,2023-07,USA,East,Sales,16,7237.51,115800.21,Actual
2023-07-01,2023-07,USA,International,Sales,14,8221.43,115100.05,Actual
2023-07-01,2023-07,USA,West,Marketing,11,6642.91,73072.06,Actual
2023-07-01,2023-07,USA,Central,Marketing,10,6290.07,62900.67,Actual
2023-07-01,2023-07,USA,East,Marketing,10,7500.87,75008.7,Actual
2023-07-01,2023-07,USA,International,Marketing,8,6968.94,55751.52,Actual
2023-07-01,2023-07,USA,West,Operations,25,8515.79,212894.84,Actual
2023-07-01,2023-07,USA,Central,Operations,22,6830.16,150263.49,Actual
2023-07-01,2023-07,USA,East,Operations,21,7373.72,154848.12,Actual
2023-07-01,2023-07,USA,International,Operations,17,6691.62,113757.47,Actual
2023-07-01,2023-07,USA,West,G&A,8,7960.75,63686.02,Actual
2023-07-01,2023-07,USA,Central,G&A,7,5619.81,39338.66,Actual
2023-07-01,2023-07,USA,East,G&A,6,5876.66,35259.95,Actual
2023-07-01,2023-07,USA,International,G&A,6,7214.59,43287.52,Actual
2023-07-01,2023-07,USA,West,Technology,16,7682.84,122925.42,Actual
2023-07-01,2023-07,USA,Central,Technology,14,7132.7,99857.76,Actual
2023-07-01,2023-07,USA,East,Technology,14,7331.4,102639.55,Actual
2023-07-01,2023-07,USA,International,Technology,12,7758.75,93104.96,Actual
2023-07-01,2023-07,UK,West,Sales,12,6752.58,81030.95,Actual
2023-07-01,2023-07,UK,Central,Sales,10,8295.79,82957.93,Actual
2023-07-01,2023-07,UK,East,Sales,10,6481.37,64813.74,Actual
2023-07-01,2023-07,UK,International,Sales,8,7112.55,56900.4,Actual
2023-07-01,2023-07,UK,West,Marketing,7,8900.83,62305.83,Actual
2023-07-01,2023-07,UK,Central,Marketing,6,7224.31,43345.86,Actual
2023-07-01,2023-07,UK,East,Marketing,5,6750.03,33750.17,Actual
2023-07-01,2023-07,UK,International,Marketing,5,6146.06,30730.32,Actual
2023-07-01,2023-07,UK,West,Operations,17,7212.97,122620.57,Actual
2023-07-01,2023-07,UK,Central,Operations,14,6600.02,92400.27,Actual
2023-07-01,2023-07,UK,East,Operations,13,6157.8,80051.38,Actual
2023-07-01,2023-07,UK,International,Operations,12,8385.62,100627.39,Actual
2023-07-01,2023-07,UK,West,G&A,5,5948.61,29743.07,Actual
2023-07-01,2023-07,UK,Central,G&A,4,8288.18,33152.71,Actual
2023-07-01,2023-07,UK,East,G&A,4,6298.1,25192.41,Actual
2023-07-01,2023-07,UK,International,G&A,3,6793.26,20379.77,Actual
2023-07-01,2023-07,UK,West,Technology,10,8575.9,85759.01,Actual
2023-07-01,2023-07,UK,Central,Technology,8,7790.33,62322.62,Actual
2023-07-01,2023-07,UK,East,Technology,8,6334.87,50678.99,Actual
2023-07-01,2023-07,UK,International,Technology,6,6705.85,40235.11,Actual
2023-08-01,2023-08,Canada,West,Sales,15,7438.34,111575.13,Actual
2023-08-01,2023-08,Canada,Central,Sales,12,8115.43,97385.19,Actual
2023-08-01,2023-08,Canada,East,Sales,12,7293.64,87523.7,Actual
2023-08-01,2023-08,Canada,International,Sales,11,7939.41,87333.48,Actual
2023-08-01,2023-08,Canada,West,Marketing,8,6476.96,51815.67,Actual
2023-08-01,2023-08,Canada,Central,Marketing,7,7395.11,51765.79,Actual
2023-08-01,2023-08,Canada,East,Marketing,7,6583.87,46087.11,Actual
2023-08-01,2023-08,Canada,International,Marketing,6,6464.82,38788.95,Actual
2023-08-01,2023-08,Canada,West,Operations,17,8098.47,137674.06,Actual
2023-08-01,2023-08,Canada,Central,Operations,15,7296.47,109447.02,Actual
2023-08-01,2023-08,Canada,East,Operations,16,7493.91,119902.51,Actual
2023-08-01,2023-08,Canada,International,Operations,13,7444.09,96773.17,Actual
2023-08-01,2023-08,Canada,West,G&A,6,7861.47,47168.81,Actual
2023-08-01,2023-08,Canada,Central,G&A,5,7410.77,37053.87,Actual
2023-08-01,2023-08,Canada,East,G&A,5,6383.94,31919.72,Actual
2023-08-01,2023-08,Canada,International,G&A,4,7800.64,31202.58,Actual
2023-08-01,2023-08,Canada,West,Technology,12,7690.15,92281.82,Actual
2023-08-01,2023-08,Canada,Central,Technology,10,7803.89,78038.93,Actual
2023-08-01,2023-08,Canada,East,Technology,10,8008.77,80087.65,Actual
2023-08-01,2023-08,Canada,International,Technology,8,6264.03,50112.23,Actual
2023-08-01,2023-08,USA,West,Sales,18,7735.64,139241.55,Actual
2023-08-01,2023-08,USA,Central,Sales,18,6893.35,124080.32,Actual
2023-08-01,2023-08,USA,East,Sales,16,6699.55,107192.84,Actual
2023-08-01,2023-08,USA,International,Sales,13,6591.32,85687.1,Actual
2023-08-01,2023-08,USA,West,Marketing,10,8418.09,84180.92,Actual
2023-08-01,2023-08,USA,Central,Marketing,9,6962.55,62662.99,Actual
2023-08-01,2023-08,USA,East,Marketing,9,6404.06,57636.52,Actual
2023-08-01,2023-08,USA,International,Marketing,8,7380.96,59047.68,Actual
2023-08-01,2023-08,USA,West,Operations,24,6669.43,160066.43,Actual
2023-08-01,2023-08,USA,Central,Operations,21,7160.81,150376.99,Actual
2023-08-01,2023-08,USA,East,Operations,21,8906.02,187026.36,Actual
2023-08-01,2023-08,USA,International,Operations,16,7168.67,114698.7,Actual
2023-08-01,2023-08,USA,West,G&A,8,8051.89,64415.15,Actual
2023-08-01,2023-08,USA,Central,G&A,7,7731.33,54119.28,Actual
2023-08-01,2023-08,USA,East,G&A,7,6361.21,44528.46,Actual
2023-08-01,2023-08,USA,International,G&A,6,7918.65,47511.93,Actual
2023-08-01,2023-08,USA,West,Technology,16,8337.65,133402.32,Actual
2023-08-01,2023-08,USA,Central,Technology,14,8532.89,119460.5,Actual
2023-08-01,2023-08,USA,East,Technology,13,7002.85,91037.01,Actual
2023-08-01,2023-08,USA,International,Technology,11,7178.54,78963.95,Actual
2023-08-01,2023-08,UK,West,Sales,12,8668.7,104024.4,Actual
2023-08-01,2023-08,UK,Central,Sales,11,7285.26,80137.91,Actual
2023-08-01,2023-08,UK,East,Sales,10,9881.87,98818.69,Actual
2023-08-01,2023-08,UK,International,Sales,8,6439.47,51515.72,Actual
2023-08-01,2023-08,UK,West,Marketing,7,6990.66,48934.62,Actual
2023-08-01,2023-08,UK,Central,Marketing,6,6781.21,40687.26,Actual
2023-08-01,2023-08,UK,East,Marketing,6,7328.16,43968.99,Actual
2023-08-01,2023-08,UK,International,Marketing,5,7479.16,37395.79,Actual
2023-08-01,2023-08,UK,West,Operations,17,7809.33,132758.57,Actual
2023-08-01,2023-08,UK,Central,Operations,14,8177.33,114482.57,Actual
2023-08-01,2023-08,UK,East,Operations,13,7057.22,91743.9,Actual
2023-08-01,2023-08,UK,International,Operations,11,6847.94,75327.34,Actual
2023-08-01,2023-08,UK,West,G&A,5,7858.51,39292.53,Actual
2023-08-01,2023-08,UK,Central,G&A,4,7827.08,31308.33,Actual
2023-08-01,2023-08,UK,East,G&A,4,8488.57,33954.3,Actual
2023-08-01,2023-08,UK,International,G&A,3,6209.99,18629.96,Actual
2023-08-01,2023-08,UK,West,Technology,10,9435.39,94353.89,Actual
2023-08-01,2023-08,UK,Central,Technology,9,6907.41,62166.72,Actual
2023-08-01,2023-08,UK,East,Technology,8,7066.24,56529.93,Actual
2023-08-01,2023-08,UK,International,Technology,7,7328.89,51302.24,Actual
2023-09-01,2023-09,Canada,West,Sales,15,7482.86,112242.91,Actual
2023-09-01,2023-09,Canada,Central,Sales,12,6890.09,82681.06,Actual
2023-09-01,2023-09,Canada,East,Sales,11,7247.65,79724.1,Actual
2023-09-01,2023-09,Canada,International,Sales,10,7066.01,70660.05,Actual
2023-09-01,2023-09,Canada,West,Marketing,8,8799.88,70399.04,Actual
2023-09-01,2023-09,Canada,Central,Marketing,7,7716.67,54016.71,Actual
2023-09-01,2023-09,Canada,East,Marketing,7,7640.83,53485.81,Actual
2023-09-01,2023-09,Canada,International,Marketing,5,7949.4,39747.0,Actual
2023-09-01,2023-09,Canada,West,Operations,18,7606.8,136922.49,Actual
2023-09-01,2023-09,Canada,Central,Operations,15,6779.83,101697.45,Actual
2023-09-01,2023-09,Canada,East,Operations,15,6506.89,97603.39,Actual
2023-09-01,2023-09,Canada,International,Operations,13,8129.31,105680.97,Actual
2023-09-01,2023-09,Canada,West,G&A,6,7690.63,46143.76,Actual
2023-09-01,2023-09,Canada,Central,G&A,5,7029.45,35147.25,Actual
2023-09-01,2023-09,Canada,East,G&A,5,6303.12,31515.62,Actual
2023-09-01,2023-09,Canada,International,G&A,4,7642.69,30570.76,Actual
2023-09-01,2023-09,Canada,West,Technology,12,7128.84,85546.1,Actual
2023-09-01,2023-09,Canada,Central,Technology,10,7340.11,73401.08,Actual
2023-09-01,2023-09,Canada,East,Technology,10,7418.61,74186.12,Actual
2023-09-01,2023-09,Canada,International,Technology,7,6237.81,43664.64,Actual
2023-09-01,2023-09,USA,West,Sales,18,7335.78,132044.06,Actual
2023-09-01,2023-09,USA,Central,Sales,17,7772.56,132133.56,Actual
2023-09-01,2023-09,USA,East,Sales,16,6029.34,96469.41,Actual
2023-09-01,2023-09,USA,International,Sales,14,8344.73,116826.17,Actual
2023-09-01,2023-09,USA,West,Marketing,11,7499.43,82493.78,Actual
2023-09-01,2023-09,USA,Central,Marketing,9,7324.98,65924.8,Actual
2023-09-01,2023-09,USA,East,Marketing,10,9117.09,91170.94,Actual
2023-09-01,2023-09,USA,International,Marketing,8,7465.44,59723.53,Actual
2023-09-01,2023-09,USA,West,Operations,25,7363.92,184098.03,Actual
2023-09-01,2023-09,USA,Central,Operations,23,7159.76,164674.53,Actual
2023-09-01,2023-09,USA,East,Operations,20,5742.28,114845.58,Actual
2023-09-01,2023-09,USA,International,Operations,18,7422.56,133606.07,Actual
2023-09-01,2023-09,USA,West,G&A,8,8123.41,64987.3,Actual
2023-09-01,2023-09,USA,Central,G&A,7,7078.82,49551.74,Actual
2023-09-01,2023-09,USA,East,G&A,7,6884.14,48189.0,Actual
2023-09-01,2023-09,USA,International,G&A,6,8236.36,49418.18,Actual
2023-09-01,2023-09,USA,West,Technology,15,7639.67,114595.02,Actual
2023-09-01,2023-09,USA,Central,Technology,14,7338.39,102737.42,Actual
2023-09-01,2023-09,USA,East,Technology,14,7244.37,101421.15,Actual
2023-09-01,2023-09,USA,International,Technology,11,7844.28,86287.06,Actual
2023-09-01,2023-09,UK,West,Sales,12,7469.27,89631.18,Actual
2023-09-01,2023-09,UK,Central,Sales,10,7080.59,70805.86,Actual
2023-09-01,2023-09,UK,East,Sales,10,7623.97,76239.72,Actual
2023-09-01,2023-09,UK,International,Sales,8,7555.09,60440.72,Actual
2023-09-01,2023-09,UK,West,Marketing,7,5756.29,40294.04,Actual
2023-09-01,2023-09,UK,Central,Marketing,6,7257.18,43543.1,Actual
2023-09-01,2023-09,UK,East,Marketing,6,6665.64,39993.86,Actual
2023-09-01,2023-09,UK,International,Marketing,5,7762.15,38810.73,Actual
2023-09-01,2023-09,UK,West,Operations,16,7354.12,117665.91,Actual
2023-09-01,2023-09,UK,Central,Operations,14,7194.54,100723.62,Actual
2023-09-01,2023-09,UK,East,Operations,13,6328.72,82273.42,Actual
2023-09-01,2023-09,UK,International,Operations,11,6657.19,73229.11,Actual
2023-09-01,2023-09,UK,West,G&A,5,7569.41,37847.07,Actual
2023-09-01,2023-09,UK,Central,G&A,4,6116.5,24466.01,Actual
2023-09-01,2023-09,UK,East,G&A,5,6725.01,33625.03,Actual
2023-09-01,2023-09,UK,International,G&A,4,8945.52,35782.07,Actual
2023-09-01,2023-09,UK,West,Technology,10,6929.6,69296.01,Actual
2023-09-01,2023-09,UK,Central,Technology,9,6450.65,58055.88,Actual
2023-09-01,2023-09,UK,East,Technology,9,7709.64,69386.79,Actual
2023-09-01,2023-09,UK,International,Technology,7,6262.04,43834.3,Actual
2023-10-01,2023-10,Canada,West,Sales,13,8087.86,105142.21,Actual
2023-10-01,2023-10,Canada,Central,Sales,12,7393.49,88721.83,Actual
2023-10-01,2023-10,Canada,East,Sales,11,5882.85,64711.32,Actual
2023-10-01,2023-10,Canada,International,Sales,10,7237.84,72378.35,Actual
2023-10-01,2023-10,Canada,West,Marketing,9,6852.66,61673.94,Actual
2023-10-01,2023-10,Canada,Central,Marketing,7,7841.97,54893.78,Actual
2023-10-01,2023-10,Canada,East,Marketing,7,7917.81,55424.66,Actual
2023-10-01,2023-10,Canada,International,Marketing,6,7753.09,46518.56,Actual
2023-10-01,2023-10,Canada,West,Operations,20,7105.71,142114.1,Actual
2023-10-01,2023-10,Canada,Central,Operations,16,8408.47,134535.57,Actual
2023-10-01,2023-10,Canada,East,Operations,15,7766.53,116497.93,Actual
2023-10-01,2023-10,Canada,International,Operations,13,5542.59,72053.68,Actual
2023-10-01,2023-10,Canada,West,G&A,6,4717.93,28307.59,Actual
2023-10-01,2023-10,Canada,Central,G&A,5,7674.6,38372.99,Actual
2023-10-01,2023-10,Canada,East,G&A,5,6626.18,33130.89,Actual
2023-10-01,2023-10,Canada,International,G&A,4,4921.71,19686.85,Actual
2023-10-01,2023-10,Canada,West,Technology,12,7424.75,89097.04,Actual
2023-10-01,2023-10,Canada,Central,Technology,10,7218.76,72187.57,Actual
2023-10-01,2023-10,Canada,East,Technology,10,7173.99,71739.89,Actual
2023-10-01,2023-10,Canada,International,Technology,8,9176.7,73413.59,Actual
2023-10-01,2023-10,USA,West,Sales,20,6043.55,120871.0,Actual
2023-10-01,2023-10,USA,Central,Sales,16,6987.57,111801.11,Actual
2023-10-01,2023-10,USA,East,Sales,16,5256.66,84106.53,Actual
2023-10-01,2023-10,USA,International,Sales,13,5615.43,73000.55,Actual
2023-10-01,2023-10,USA,West,Marketing,11,6774.75,74522.24,Actual
2023-10-01,2023-10,USA,Central,Marketing,10,6655.61,66556.13,Actual
2023-10-01,2023-10,USA,East,Marketing,9,7757.69,69819.22,Actual
2023-10-01,2023-10,USA,International,Marketing,8,7696.26,61570.07,Actual
2023-10-01,2023-10,USA,West,Operations,25,6685.44,167135.88,Actual
2023-10-01,2023-10,USA,Central,Operations,22,7651.05,168323.01,Actual
2023-10-01,2023-10,USA,East,Operations,19,7554.7,143539.31,Actual
2023-10-01,2023-10,USA,International,Operations,18,7255.94,130606.84,Actual
2023-10-01,2023-10,USA,West,G&A,8,4890.49,39123.94,Actual
2023-10-01,2023-10,USA,Central,G&A,7,8810.49,61673.46,Actual
2023-10-01,2023-10,USA,East,G&A,7,6923.44,48464.07,Actual
2023-10-01,2023-10,USA,International,G&A,6,7519.3,45115.77,Actual
2023-10-01,2023-10,USA,West,Technology,16,6994.01,111904.13,Actual
2023-10-01,2023-10,USA,Central,Technology,14,8708.99,121925.8,Actual
2023-10-01,2023-10,USA,East,Technology,14,9306.27,130287.78,Actual
2023-10-01,2023-10,USA,International,Technology,11,8708.57,95794.28,Actual
2023-10-01,2023-10,UK,West,Sales,12,7518.21,90218.51,Actual
2023-10-01,2023-10,UK,Central,Sales,11,6740.3,74143.31,Actual
2023-10-01,2023-10,UK,East,Sales,10,8019.41,80194.15,Actual
2023-10-01,2023-10,UK,International,Sales,8,8702.45,69619.56,Actual
2023-10-01,2023-10,UK,West,Marketing,7,8945.72,62620.06,Actual
2023-10-01,2023-10,UK,Central,Marketing,6,7119.25,42715.48,Actual
2023-10-01,2023-10,UK,East,Marketing,6,6743.67,40462.05,Actual
2023-10-01,2023-10,UK,International,Marketing,5,7156.35,35781.77,Actual
2023-10-01,2023-10,UK,West,Operations,17,8971.79,152520.41,Actual
2023-10-01,2023-10,UK,Central,Operations,14,6438.93,90145.08,Actual
2023-10-01,2023-10,UK,East,Operations,13,7035.22,91457.84,Actual
2023-10-01,2023-10,UK,International,Operations,11,6138.95,67528.48,Actual
2023-10-01,2023-10,UK,West,G&A,5,7472.35,37361.76,Actual
2023-10-01,2023-10,UK,Central,G&A,4,7934.94,31739.77,Actual
2023-10-01,2023-10,UK,East,G&A,4,6213.59,24854.36,Actual
2023-10-01,2023-10,UK,International,G&A,3,8689.06,26067.19,Actual
2023-10-01,2023-10,UK,West,Technology,10,5002.46,50024.64,Actual
2023-10-01,2023-10,UK,Central,Technology,9,6924.26,62318.31,Actual
2023-10-01,2023-10,UK,East,Technology,8,6914.98,55319.88,Actual
2023-10-01,2023-10,UK,International,Technology,7,7563.64,52945.51,Actual
2023-11-01,2023-11,Canada,West,Sales,15,6432.51,96487.63,Actual
2023-11-01,2023-11,Canada,Central,Sales,12,6570.39,78844.65,Actual
2023-11-01,2023-11,Canada,East,Sales,11,7996.97,87966.72,Actual
2023-11-01,2023-11,Canada,International,Sales,10,7455.31,74553.11,Actual
2023-11-01,2023-11,Canada,West,Marketing,8,6583.07,52664.6,Actual
2023-11-01,2023-11,Canada,Central,Marketing,7,7233.88,50637.18,Actual
2023-11-01,2023-11,Canada,East,Marketing,7,8647.27,60530.89,Actual
2023-11-01,2023-11,Canada,International,Marketing,6,7226.26,43357.54,Actual
2023-11-01,2023-11,Canada,West,Operations,19,7210.43,136998.25,Actual
2023-11-01,2023-11,Canada,Central,Operations,16,7222.18,115554.92,Actual
2023-11-01,2023-11,Canada,East,Operations,15,7088.33,106324.96,Actual
2023-11-01,2023-11,Canada,International,Operations,14,7940.57,111168.03,Actual
2023-11-01,2023-11,Canada,West,G&A,6,7134.81,42808.88,Actual
2023-11-01,2023-11,Canada,Central,G&A,5,7143.74,35718.69,Actual
2023-11-01,2023-11,Canada,East,G&A,5,7787.71,38938.54,Actual
2023-11-01,2023-11,Canada,International,G&A,5,8273.23,41366.15,Actual
2023-11-01,2023-11,Canada,West,Technology,12,7809.43,93713.22,Actual
2023-11-01,2023-11,Canada,Central,Technology,10,6185.25,61852.46,Actual
2023-11-01,2023-11,Canada,East,Technology,10,8108.09,81080.92,Actual
2023-11-01,2023-11,Canada,International,Technology,8,7446.54,59572.34,Actual
2023-11-01,2023-11,USA,West,Sales,20,7961.72,159234.33,Actual
2023-11-01,2023-11,USA,Central,Sales,16,7419.26,118708.13,Actual
2023-11-01,2023-11,USA,East,Sales,16,8201.7,131227.21,Actual
2023-11-01,2023-11,USA,International,Sales,14,8386.75,117414.46,Actual
2023-11-01,2023-11,USA,West,Marketing,11,6494.3,71437.3,Actual
2023-11-01,2023-11,USA,Central,Marketing,10,6667.52,66675.19,Actual
2023-11-01,2023-11,USA,East,Marketing,9,7679.34,69114.03,Actual
2023-11-01,2023-11,USA,International,Marketing,8,8810.81,70486.49,Actual
2023-11-01,2023-11,USA,West,Operations,26,7344.23,190950.07,Actual
2023-11-01,2023-11,USA,Central,Operations,22,8631.75,189898.54,Actual
2023-11-01,2023-11,USA,East,Operations,21,6832.35,143479.36,Actual
2023-11-01,2023-11,USA,International,Operations,17,7133.87,121275.86,Actual
2023-11-01,2023-11,USA,West,G&A,8,8125.99,65007.92,Actual
2023-11-01,2023-11,USA,Central,G&A,6,7074.44,42446.62,Actual
2023-11-01,2023-11,USA,East,G&A,7,7507.91,52555.35,Actual
2023-11-01,2023-11,USA,International,G&A,5,7794.23,38971.16,Actual
2023-11-01,2023-11,USA,West,Technology,15,7179.85,107697.81,Actual
2023-11-01,2023-11,USA,Central,Technology,14,7616.62,106632.7,Actual
2023-11-01,2023-11,USA,East,Technology,13,8277.75,107610.69,Actual
2023-11-01,2023-11,USA,International,Technology,11,7868.7,86555.65,Actual
2023-11-01,2023-11,UK,West,Sales,13,8205.77,106674.99,Actual
2023-11-01,2023-11,UK,Central,Sales,11,7373.41,81107.53,Actual
2023-11-01,2023-11,UK,East,Sales,10,7392.24,73922.37,Actual
2023-11-01,2023-11,UK,International,Sales,8,7472.47,59779.76,Actual
2023-11-01,2023-11,UK,West,Marketing,7,7725.36,54077.49,Actual
2023-11-01,2023-11,UK,Central,Marketing,6,6514.69,39088.14,Actual
2023-11-01,2023-11,UK,East,Marketing,6,6018.05,36108.33,Actual
2023-11-01,2023-11,UK,International,Marketing,5,6991.72,34958.62,Actual
2023-11-01,2023-11,UK,West,Operations,16,7702.7,123243.24,Actual
2023-11-01,2023-11,UK,Central,Operations,14,5931.91,83046.8,Actual
2023-11-01,2023-11,UK,East,Operations,14,7472.84,104619.74,Actual
2023-11-01,2023-11,UK,International,Operations,11,6525.3,71778.3,Actual
2023-11-01,2023-11,UK,West,G&A,5,6031.13,30155.66,Actual
2023-11-01,2023-11,UK,Central,G&A,5,8537.54,42687.68,Actual
2023-11-01,2023-11,UK,East,G&A,4,6998.94,27995.77,Actual
2023-11-01,2023-11,UK,International,G&A,3,7882.26,23646.78,Actual
2023-11-01,2023-11,UK,West,Technology,11,6686.64,73553.07,Actual
2023-11-01,2023-11,UK,Central,Technology,8,8592.88,68743.01,Actual
2023-11-01,2023-11,UK,East,Technology,8,6292.32,50338.58,Actual
2023-11-01,2023-11,UK,International,Technology,7,5795.61,40569.27,Actual
2023-12-01,2023-12,Canada,West,Sales,15,7971.21,119568.22,Actual
2023-12-01,2023-12,Canada,Central,Sales,12,8351.65,100219.83,Actual
2023-12-01,2023-12,Canada,East,Sales,12,7098.15,85177.76,Actual
2023-12-01,2023-12,Canada,International,Sales,10,9233.64,92336.42,Actual
2023-12-01,2023-12,Canada,West,Marketing,9,7430.69,66876.23,Actual
2023-12-01,2023-12,Canada,Central,Marketing,8,7471.74,59773.9,Actual
2023-12-01,2023-12,Canada,East,Marketing,7,7272.14,50905.01,Actual
2023-12-01,2023-12,Canada,International,Marketing,6,5407.03,32442.2,Actual
2023-12-01,2023-12,Canada,West,Operations,19,8444.75,160450.28,Actual
2023-12-01,2023-12,Canada,Central,Operations,16,8591.5,137463.96,Actual
2023-12-01,2023-12,Canada,East,Operations,17,7141.02,121397.4,Actual
2023-12-01,2023-12,Canada,International,Operations,13,6941.38,90237.9,Actual
2023-12-01,2023-12,Canada,West,G&A,7,8886.98,62208.87,Actual
2023-12-01,2023-12,Canada,Central,G&A,5,6652.66,33263.31,Actual
2023-12-01,2023-12,Canada,East,G&A,5,7419.44,37097.22,Actual
2023-12-01,2023-12,Canada,International,G&A,4,7272.04,29088.15,Actual
2023-12-01,2023-12,Canada,West,Technology,12,5580.58,66966.95,Actual
2023-12-01,2023-12,Canada,Central,Technology,11,8437.32,92810.5,Actual
2023-12-01,2023-12,Canada,East,Technology,10,8724.76,87247.58,Actual
2023-12-01,2023-12,Canada,International,Technology,8,7596.97,60775.8,Actual
2023-12-01,2023-12,USA,West,Sales,19,6923.7,131550.36,Actual
2023-12-01,2023-12,USA,Central,Sales,16,7828.72,125259.49,Actual
2023-12-01,2023-12,USA,East,Sales,16,7142.02,114272.32,Actual
2023-12-01,2023-12,USA,International,Sales,13,7562.85,98317.09,Actual
2023-12-01,2023-12,USA,West,Marketing,11,7004.96,77054.52,Actual
2023-12-01,2023-12,USA,Central,Marketing,10,5792.46,57924.64,Actual
2023-12-01,2023-12,USA,East,Marketing,8,6542.25,52337.99,Actual
2023-12-01,2023-12,USA,International,Marketing,8,6249.74,49997.92,Actual
2023-12-01,2023-12,USA,West,Operations,25,8055.92,201397.98,Actual
2023-12-01,2023-12,USA,Central,Operations,23,7539.35,173405.16,Actual
2023-12-01,2023-12,USA,East,Operations,22,6817.33,149981.18,Actual
2023-12-01,2023-12,USA,International,Operations,17,7928.8,134789.62,Actual
2023-12-01,2023-12,USA,West,G&A,8,5271.55,42172.42,Actual
2023-12-01,2023-12,USA,Central,G&A,7,8037.79,56264.5,Actual
2023-12-01,2023-12,USA,East,G&A,7,7971.56,55800.94,Actual
2023-12-01,2023-12,USA,International,G&A,5,7483.95,37419.74,Actual
2023-12-01,2023-12,USA,West,Technology,16,5984.28,95748.52,Actual
2023-12-01,2023-12,USA,Central,Technology,14,7099.63,99394.86,Actual
2023-12-01,2023-12,USA,East,Technology,15,5240.49,78607.31,Actual
2023-12-01,2023-12,USA,International,Technology,12,6845.26,82143.09,Actual
2023-12-01,2023-12,UK,West,Sales,11,6725.74,73983.14,Actual
2023-12-01,2023-12,UK,Central,Sales,11,8133.72,89470.92,Actual
2023-12-01,2023-12,UK,East,Sales,11,8479.7,93276.74,Actual
2023-12-01,2023-12,UK,International,Sales,8,8217.15,65737.19,Actual
2023-12-01,2023-12,UK,West,Marketing,7,6610.86,46276.0,Actual
2023-12-01,2023-12,UK,Central,Marketing,6,6561.14,39366.85,Actual
2023-12-01,2023-12,UK,East,Marketing,6,6543.31,39259.85,Actual
2023-12-01,2023-12,UK,International,Marketing,5,7631.21,38156.04,Actual
2023-12-01,2023-12,UK,West,Operations,16,7031.16,112498.6,Actual
2023-12-01,2023-12,UK,Central,Operations,15,6965.61,104484.19,Actual
2023-12-01,2023-12,UK,East,Operations,13,7794.44,101327.72,Actual
2023-12-01,2023-12,UK,International,Operations,11,7276.32,80039.5,Actual
2023-12-01,2023-12,UK,West,G&A,5,7215.04,36075.18,Actual
2023-12-01,2023-12,UK,Central,G&A,4,6101.14,24404.58,Actual
2023-12-01,2023-12,UK,East,G&A,4,6261.68,25046.7,Actual
2023-12-01,2023-12,UK,International,G&A,3,6762.16,20286.47,Actual
2023-12-01,2023-12,UK,West,Technology,10,7400.15,74001.49,Actual
2023-12-01,2023-12,UK,Central,Technology,8,7274.97,58199.72,Actual
2023-12-01,2023-12,UK,East,Technology,8,6904.29,55234.32,Actual
2023-12-01,2023-12,UK,International,Technology,7,7371.28,51598.95,Actual
2024-01-01,2024-01,Canada,West,Sales,15,5782.61,86739.12,Actual
2024-01-01,2024-01,Canada,Central,Sales,12,8557.5,102690.03,Actual
2024-01-01,2024-01,Canada,East,Sales,12,7965.84,95590.12,Actual
2024-01-01,2024-01,Canada,International,Sales,10,8689.17,86891.71,Actual
2024-01-01,2024-01,Canada,West,Marketing,9,7083.83,63754.45,Actual
2024-01-01,2024-01,Canada,Central,Marketing,7,6956.74,48697.16,Actual
2024-01-01,2024-01,Canada,East,Marketing,8,5787.58,46300.63,Actual
2024-01-01,2024-01,Canada,International,Marketing,6,5928.58,35571.47,Actual
2024-01-01,2024-01,Canada,West,Operations,19,6117.58,116233.98,Actual
2024-01-01,2024-01,Canada,Central,Operations,16,5444.91,87118.63,Actual
2024-01-01,2024-01,Canada,East,Operations,16,8300.11,132801.77,Actual
2024-01-01,2024-01,Canada,International,Operations,13,7078.38,92018.98,Actual
2024-01-01,2024-01,Canada,West,G&A,6,7362.82,44176.92,Actual
2024-01-01,2024-01,Canada,Central,G&A,5,7891.31,39456.53,Actual
2024-01-01,2024-01,Canada,East,G&A,5,6467.34,32336.68,Actual
2024-01-01,2024-01,Canada,International,G&A,4,8011.46,32045.83,Actual
2024-01-01,2024-01,Canada,West,Technology,11,5426.35,59689.86,Actual
