month_start,period,entity,region,department,salary_opex,non_salary_opex,total_opex,scenario
2023-06-01,2023-06,UK,Central,Sales,48641.77,29399.72,78041.49,Actual
2023-06-01,2023-06,UK,East,Sales,44232.67,24991.0,69223.66,Actual
2023-06-01,2023-06,UK,International,Sales,37266.0,22981.66,60247.66,Actual
2023-06-01,2023-06,UK,West,Marketing,35247.98,24119.5,59367.47,Actual
2023-06-01,2023-06,UK,Central,Marketing,36375.77,22276.91,58652.68,Actual
2023-06-01,2023-06,UK,East,Marketing,32210.89,20320.44,52531.33,Actual
2023-06-01,2023-06,UK,International,Marketing,27041.57,17250.83,44292.4,Actual
2023-06-01,2023-06,UK,West,Operations,79501.19,48748.0,128249.19,Actual
2023-06-01,2023-06,UK,Central,Operations,65860.05,37790.14,103650.19,Actual
2023-06-01,2023-06,UK,East,Operations,63265.7,32330.66,95596.36,Actual
2023-06-01,2023-06,UK,International,Operations,50702.95,32942.82,83645.77,Actual
2023-06-01,2023-06,UK,West,G&A,31895.7,19861.33,51757.03,Actual
2023-06-01,2023-06,UK,Central,G&A,27139.52,16135.58,43275.1,Actual
2023-06-01,2023-06,UK,East,G&A,26091.43,14385.55,40476.98,Actual
2023-06-01,2023-06,UK,International,G&A,20492.56,13178.57,33671.12,Actual
2023-06-01,2023-06,UK,West,Technology,68251.46,35415.38,103666.84,Actual
2023-06-01,2023-06,UK,Central,Technology,60178.58,38292.3,98470.88,Actual
2023-06-01,2023-06,UK,East,Technology,55681.57,40767.7,96449.27,Actual
2023-06-01,2023-06,UK,International,Technology,45464.3,28016.96,73481.26,Actual
2023-07-01,2023-07,Canada,West,Sales,64034.67,39793.91,103828.58,Actual
2023-07-01,2023-07,Canada,Central,Sales,55870.75,30897.28,86768.03,Actual
2023-07-01,2023-07,Canada,East,Sales,52489.48,32816.52,85306.0,Actual
2023-07-01,2023-07,Canada,International,Sales,48235.05,32759.51,80994.57,Actual
2023-07-01,2023-07,Canada,West,Marketing,50329.54,27122.6,77452.14,Actual
2023-07-01,2023-07,Canada,Central,Marketing,39598.11,24824.1,64422.21,Actual
2023-07-01,2023-07,Canada,East,Marketing,42451.71,23571.25,66022.96,Actual
2023-07-01,2023-07,Canada,International,Marketing,30641.86,19309.16,49951.02,Actual
2023-07-01,2023-07,Canada,West,Operations,90397.06,56330.46,146727.52,Actual
2023-07-01,2023-07,Canada,Central,Operations,74980.99,48958.77,123939.76,Actual
2023-07-01,2023-07,Canada,East,Operations,63774.25,44466.07,108240.32,Actual
2023-07-01,2023-07,Canada,International,Operations,63198.87,34662.26,97861.13,Actual
2023-07-01,2023-07,Canada,West,G&A,34774.09,18922.02,53696.12,Actual
2023-07-01,2023-07,Canada,Central,G&A,34066.7,18227.66,52294.36,Actual
2023-07-01,2023-07,Canada,East,G&A,30341.43,19262.65,49604.08,Actual
2023-07-01,2023-07,Canada,International,G&A,27155.11,15283.09,42438.21,Actual
2023-07-01,2023-07,Canada,West,Technology,77688.29,49612.79,127301.08,Actual
2023-07-01,2023-07,Canada,Central,Technology,73885.13,41973.1,115858.23,Actual
2023-07-01,2023-07,Canada,East,Technology,62807.24,35442.0,98249.24,Actual
2023-07-01,2023-07,Canada,International,Technology,52150.41,36395.96,88546.37,Actual
2023-07-01,2023-07,USA,West,Sales,86775.06,51424.24,138199.3,Actual
2023-07-01,2023-07,USA,Central,Sales,73940.71,47320.84,121261.55,Actual
2023-07-01,2023-07,USA,East,Sales,71979.41,43675.36,115654.77,Actual
2023-07-01,2023-07,USA,International,Sales,65487.72,42227.31,107715.02,Actual
2023-07-01,2023-07,USA,West,Marketing,58564.66,40060.05,98624.71,Actual
2023-07-01,2023-07,USA,Central,Marketing,53232.99,33271.06,86504.05,Actual
2023-07-01,2023-07,USA,East,Marketing,53428.71,31699.17,85127.88,Actual
2023-07-01,2023-07,USA,International,Marketing,44817.99,28618.19,73436.18,Actual
2023-07-01,2023-07,USA,West,Operations,119317.0,68338.98,187655.98,Actual
2023-07-01,2023-07,USA,Central,Operations,99031.2,55450.19,154481.4,Actual
2023-07-01,2023-07,USA,East,Operations,92988.22,68879.56,161867.79,Actual
2023-07-01,2023-07,USA,International,Operations,78559.11,45348.11,123907.22,Actual
2023-07-01,2023-07,USA,West,G&A,49777.52,29763.33,79540.85,Actual
2023-07-01,2023-07,USA,Central,G&A,42186.65,29055.11,71241.76,Actual
2023-07-01,2023-07,USA,East,G&A,41584.38,23754.35,65338.73,Actual
2023-07-01,2023-07,USA,International,G&A,33359.28,20049.46,53408.74,Actual
2023-07-01,2023-07,USA,West,Technology,112500.6,64434.04,176934.64,Actual
2023-07-01,2023-07,USA,Central,Technology,85323.89,57223.68,142547.57,Actual
2023-07-01,2023-07,USA,East,Technology,82197.99,64109.53,146307.52,Actual
2023-07-01,2023-07,USA,International,Technology,71361.43,45361.49,116722.92,Actual
2023-07-01,2023-07,UK,West,Sales,56243.15,33246.35,89489.51,Actual
2023-07-01,2023-07,UK,Central,Sales,47583.55,30591.92,78175.47,Actual
2023-07-01,2023-07,UK,East,Sales,49369.9,29839.79,79209.69,Actual
2023-07-01,2023-07,UK,International,Sales,41482.52,21692.34,63174.86,Actual
2023-07-01,2023-07,UK,West,Marketing,40738.68,24884.11,65622.79,Actual
2023-07-01,2023-07,UK,Central,Marketing,35483.75,23726.04,59209.78,Actual
2023-07-01,2023-07,UK,East,Marketing,32762.3,19645.59,52407.88,Actual
2023-07-01,2023-07,UK,International,Marketing,28642.1,14665.98,43308.09,Actual
2023-07-01,2023-07,UK,West,Operations,73158.3,44889.18,118047.48,Actual
2023-07-01,2023-07,UK,Central,Operations,61415.76,42794.41,104210.17,Actual
2023-07-01,2023-07,UK,East,Operations,57911.1,37077.34,94988.45,Actual
2023-07-01,2023-07,UK,International,Operations,52257.57,34984.0,87241.58,Actual
2023-07-01,2023-07,UK,West,G&A,30831.66,20322.78,51154.44,Actual
2023-07-01,2023-07,UK,Central,G&A,27763.95,16603.08,44367.03,Actual
2023-07-01,2023-07,UK,East,G&A,24094.88,13826.17,37921.04,Actual
2023-07-01,2023-07,UK,International,G&A,21573.72,12581.53,34155.25,Actual
2023-07-01,2023-07,UK,West,Technology,70984.78,44076.88,115061.67,Actual
2023-07-01,2023-07,UK,Central,Technology,58468.73,32819.62,91288.36,Actual
2023-07-01,2023-07,UK,East,Technology,57494.45,31562.84,89057.29,Actual
2023-07-01,2023-07,UK,International,Technology,45420.38,26668.43,72088.82,Actual
2023-08-01,2023-08,Canada,West,Sales,65063.86,43915.14,108979.0,Actual
2023-08-01,2023-08,Canada,Central,Sales,56957.44,33680.09,90637.53,Actual
2023-08-01,2023-08,Canada,East,Sales,49994.65,34637.51,84632.16,Actual
2023-08-01,2023-08,Canada,International,Sales,43799.0,28197.18,71996.18,Actual
2023-08-01,2023-08,Canada,West,Marketing,46480.19,30946.18,77426.37,Actual
2023-08-01,2023-08,Canada,Central,Marketing,40822.82,25099.82,65922.63,Actual
2023-08-01,2023-08,Canada,East,Marketing,40038.35,27995.97,68034.32,Actual
2023-08-01,2023-08,Canada,International,Marketing,34379.29,20031.95,54411.24,Actual
2023-08-01,2023-08,Canada,West,Operations,87370.73,51293.11,138663.84,Actual
2023-08-01,2023-08,Canada,Central,Operations,72354.2,44498.82,116853.02,Actual
2023-08-01,2023-08,Canada,East,Operations,69378.2,46541.58,115919.79,Actual
2023-08-01,2023-08,Canada,International,Operations,57515.1,41218.63,98733.73,Actual
2023-08-01,2023-08,Canada,West,G&A,37767.32,22345.44,60112.76,Actual
2023-08-01,2023-08,Canada,Central,G&A,31651.5,18534.14,50185.65,Actual
2023-08-01,2023-08,Canada,East,G&A,30474.5,20033.25,50507.75,Actual
2023-08-01,2023-08,Canada,International,G&A,24430.58,13615.44,38046.01,Actual
2023-08-01,2023-08,Canada,West,Technology,82892.61,50353.05,133245.66,Actual
2023-08-01,2023-08,Canada,Central,Technology,65732.1,40173.84,105905.94,Actual
2023-08-01,2023-08,Canada,East,Technology,63309.08,38193.88,101502.96,Actual
2023-08-01,2023-08,Canada,International,Technology,54804.21,33414.2,88218.41,Actual
2023-08-01,2023-08,USA,West,Sales,85570.63,50922.47,136493.1,Actual
2023-08-01,2023-08,USA,Central,Sales,76032.12,47771.96,123804.08,Actual
2023-08-01,2023-08,USA,East,Sales,71910.8,48933.64,120844.44,Actual
2023-08-01,2023-08,USA,International,Sales,63092.66,32912.18,96004.85,Actual
2023-08-01,2023-08,USA,West,Marketing,65552.41,41048.69,106601.1,Actual
2023-08-01,2023-08,USA,Central,Marketing,54340.08,29972.9,84312.98,Actual
2023-08-01,2023-08,USA,East,Marketing,52791.41,32323.04,85114.45,Actual
2023-08-01,2023-08,USA,International,Marketing,41945.82,24074.14,66019.96,Actual
2023-08-01,2023-08,USA,West,Operations,117415.36,70932.92,188348.28,Actual
2023-08-01,2023-08,USA,Central,Operations,100409.73,62433.35,162843.08,Actual
2023-08-01,2023-08,USA,East,Operations,92050.06,57633.07,149683.12,Actual
2023-08-01,2023-08,USA,International,Operations,84227.08,48874.43,133101.5,Actual
2023-08-01,2023-08,USA,West,G&A,45030.29,28978.06,74008.36,Actual
2023-08-01,2023-08,USA,Central,G&A,40442.52,26748.33,67190.84,Actual
2023-08-01,2023-08,USA,East,G&A,41239.53,21577.7,62817.22,Actual
2023-08-01,2023-08,USA,International,G&A,35480.35,19086.81,54567.16,Actual
2023-08-01,2023-08,USA,West,Technology,116531.68,65998.74,182530.42,Actual
2023-08-01,2023-08,USA,Central,Technology,88145.2,52351.39,140496.59,Actual
2023-08-01,2023-08,USA,East,Technology,90857.6,53020.88,143878.48,Actual
2023-08-01,2023-08,USA,International,Technology,74839.34,52038.93,126878.27,Actual
2023-08-01,2023-08,UK,West,Sales,53742.89,34296.28,88039.17,Actual
2023-08-01,2023-08,UK,Central,Sales,51863.9,30322.79,82186.69,Actual
2023-08-01,2023-08,UK,East,Sales,42309.16,29336.46,71645.62,Actual
2023-08-01,2023-08,UK,International,Sales,36488.04,26416.68,62904.72,Actual
2023-08-01,2023-08,UK,West,Marketing,38565.7,30507.46,69073.16,Actual
2023-08-01,2023-08,UK,Central,Marketing,37540.38,20069.81,57610.19,Actual
2023-08-01,2023-08,UK,East,Marketing,33258.89,21591.88,54850.77,Actual
2023-08-01,2023-08,UK,International,Marketing,29075.8,17755.56,46831.36,Actual
2023-08-01,2023-08,UK,West,Operations,78902.09,45062.35,123964.44,Actual
2023-08-01,2023-08,UK,Central,Operations,63384.13,38475.82,101859.95,Actual
2023-08-01,2023-08,UK,East,Operations,63972.25,38693.59,102665.84,Actual
2023-08-01,2023-08,UK,International,Operations,52406.74,33673.28,86080.02,Actual
2023-08-01,2023-08,UK,West,G&A,27765.99,19432.9,47198.89,Actual
2023-08-01,2023-08,UK,Central,G&A,27197.36,18690.53,45887.89,Actual
2023-08-01,2023-08,UK,East,G&A,23604.79,17616.12,41220.91,Actual
2023-08-01,2023-08,UK,International,G&A,21603.83,13707.35,35311.18,Actual
2023-08-01,2023-08,UK,West,Technology,73769.09,43589.04,117358.12,Actual
2023-08-01,2023-08,UK,Central,Technology,60372.21,36979.28,97351.49,Actual
2023-08-01,2023-08,UK,East,Technology,54868.75,34383.78,89252.53,Actual
2023-08-01,2023-08,UK,International,Technology,45655.92,28917.43,74573.36,Actual
2023-09-01,2023-09,Canada,West,Sales,58035.37,41656.25,99691.62,Actual
2023-09-01,2023-09,Canada,Central,Sales,56791.4,34078.87,90870.27,Actual
2023-09-01,2023-09,Canada,East,Sales,54878.69,29454.21,84332.9,Actual
2023-09-01,2023-09,Canada,International,Sales,50120.84,27786.3,77907.14,Actual
2023-09-01,2023-09,Canada,West,Marketing,47111.21,26840.3,73951.51,Actual
2023-09-01,2023-09,Canada,Central,Marketing,41316.61,28099.21,69415.82,Actual
2023-09-01,2023-09,Canada,East,Marketing,41234.43,25670.61,66905.04,Actual
2023-09-01,2023-09,Canada,International,Marketing,33915.69,19653.85,53569.55,Actual
2023-09-01,2023-09,Canada,West,Operations,81260.75,52834.92,134095.67,Actual
2023-09-01,2023-09,Canada,Central,Operations,75287.1,50612.23,125899.33,Actual
2023-09-01,2023-09,Canada,East,Operations,73495.95,50081.41,123577.36,Actual
2023-09-01,2023-09,Canada,International,Operations,64597.74,35991.31,100589.04,Actual
2023-09-01,2023-09,Canada,West,G&A,33228.99,24854.51,58083.5,Actual
2023-09-01,2023-09,Canada,Central,G&A,33901.62,17329.52,51231.14,Actual
2023-09-01,2023-09,Canada,East,G&A,32432.49,19048.22,51480.71,Actual
2023-09-01,2023-09,Canada,International,G&A,25599.23,17575.5,43174.73,Actual
2023-09-01,2023-09,Canada,West,Technology,85712.06,51788.55,137500.61,Actual
2023-09-01,2023-09,Canada,Central,Technology,71489.2,44913.89,116403.09,Actual
2023-09-01,2023-09,Canada,East,Technology,65017.87,40483.79,105501.66,Actual
2023-09-01,2023-09,Canada,International,Technology,53348.84,33330.23,86679.07,Actual
2023-09-01,2023-09,USA,West,Sales,87082.43,51606.48,138688.91,Actual
2023-09-01,2023-09,USA,Central,Sales,77665.34,46052.7,123718.04,Actual
2023-09-01,2023-09,USA,East,Sales,75121.24,39084.96,114206.2,Actual
2023-09-01,2023-09,USA,International,Sales,61360.58,38220.51,99581.09,Actual
2023-09-01,2023-09,USA,West,Marketing,63072.27,38725.52,101797.79,Actual
2023-09-01,2023-09,USA,Central,Marketing,51294.96,35119.04,86414.0,Actual
2023-09-01,2023-09,USA,East,Marketing,54638.92,33718.77,88357.68,Actual
2023-09-01,2023-09,USA,International,Marketing,46883.31,27756.63,74639.93,Actual
2023-09-01,2023-09,USA,West,Operations,121109.02,73398.3,194507.32,Actual
2023-09-01,2023-09,USA,Central,Operations,106386.31,55083.48,161469.79,Actual
2023-09-01,2023-09,USA,East,Operations,93342.53,67488.16,160830.69,Actual
2023-09-01,2023-09,USA,International,Operations,72158.16,49864.42,122022.58,Actual
2023-09-01,2023-09,USA,West,G&A,52171.2,29980.08,82151.28,Actual
2023-09-01,2023-09,USA,Central,G&A,41986.57,26537.55,68524.12,Actual
2023-09-01,2023-09,USA,East,G&A,39992.87,25013.9,65006.78,Actual
2023-09-01,2023-09,USA,International,G&A,33112.08,22876.16,55988.24,Actual
2023-09-01,2023-09,USA,West,Technology,116137.27,65742.84,181880.11,Actual
2023-09-01,2023-09,USA,Central,Technology,87743.79,55362.73,143106.52,Actual
2023-09-01,2023-09,USA,East,Technology,88741.74,57115.23,145856.98,Actual
2023-09-01,2023-09,USA,International,Technology,71622.34,43382.94,115005.28,Actual
2023-09-01,2023-09,UK,West,Sales,57279.72,36804.15,94083.87,Actual
2023-09-01,2023-09,UK,Central,Sales,47058.83,26592.74,73651.57,Actual
2023-09-01,2023-09,UK,East,Sales,53716.35,30051.4,83767.75,Actual
2023-09-01,2023-09,UK,International,Sales,38335.94,25469.76,63805.7,Actual
2023-09-01,2023-09,UK,West,Marketing,40087.67,26438.86,66526.53,Actual
2023-09-01,2023-09,UK,Central,Marketing,35356.67,21655.86,57012.53,Actual
2023-09-01,2023-09,UK,East,Marketing,33134.02,18059.04,51193.06,Actual
2023-09-01,2023-09,UK,International,Marketing,30781.01,15903.62,46684.63,Actual
2023-09-01,2023-09,UK,West,Operations,69407.28,44866.52,114273.8,Actual
2023-09-01,2023-09,UK,Central,Operations,61644.62,39526.04,101170.66,Actual
2023-09-01,2023-09,UK,East,Operations,63635.43,40708.02,104343.45,Actual
2023-09-01,2023-09,UK,International,Operations,53916.61,30975.83,84892.45,Actual
2023-09-01,2023-09,UK,West,G&A,31106.7,19638.81,50745.51,Actual
2023-09-01,2023-09,UK,Central,G&A,24610.93,17292.49,41903.42,Actual
2023-09-01,2023-09,UK,East,G&A,23765.51,18275.15,42040.66,Actual
2023-09-01,2023-09,UK,International,G&A,21149.33,13034.41,34183.74,Actual
2023-09-01,2023-09,UK,West,Technology,65638.25,39731.49,105369.74,Actual
2023-09-01,2023-09,UK,Central,Technology,66110.94,39119.78,105230.71,Actual
2023-09-01,2023-09,UK,East,Technology,52024.99,38722.86,90747.85,Actual
2023-09-01,2023-09,UK,International,Technology,50322.32,28451.37,78773.69,Actual
2023-10-01,2023-10,Canada,West,Sales,66913.2,40343.62,107256.82,Actual
2023-10-01,2023-10,Canada,Central,Sales,62958.69,32885.93,95844.62,Actual
2023-10-01,2023-10,Canada,East,Sales,54838.72,32224.35,87063.07,Actual
2023-10-01,2023-10,Canada,International,Sales,42560.37,33025.3,75585.67,Actual
2023-10-01,2023-10,Canada,West,Marketing,44784.4,29685.66,74470.07,Actual
2023-10-01,2023-10,Canada,Central,Marketing,37785.89,24557.05,62342.93,Actual
2023-10-01,2023-10,Canada,East,Marketing,40148.26,22508.56,62656.82,Actual
2023-10-01,2023-10,Canada,International,Marketing,34081.94,19856.74,53938.68,Actual
2023-10-01,2023-10,Canada,West,Operations,92966.95,59722.99,152689.94,Actual
2023-10-01,2023-10,Canada,Central,Operations,74167.18,47118.68,121285.86,Actual
2023-10-01,2023-10,Canada,East,Operations,73254.19,46694.01,119948.2,Actual
2023-10-01,2023-10,Canada,International,Operations,61171.0,38035.06,99206.06,Actual
2023-10-01,2023-10,Canada,West,G&A,36166.96,22646.83,58813.79,Actual
2023-10-01,2023-10,Canada,Central,G&A,33903.13,20521.56,54424.69,Actual
2023-10-01,2023-10,Canada,East,G&A,31305.63,19609.65,50915.28,Actual
2023-10-01,2023-10,Canada,International,G&A,25273.73,16008.56,41282.29,Actual
2023-10-01,2023-10,Canada,West,Technology,76177.2,54378.96,130556.16,Actual
2023-10-01,2023-10,Canada,Central,Technology,60295.28,42629.31,102924.59,Actual
2023-10-01,2023-10,Canada,East,Technology,70335.05,36332.45,106667.5,Actual
2023-10-01,2023-10,Canada,International,Technology,57153.17,32472.52,89625.69,Actual
2023-10-01,2023-10,USA,West,Sales,87327.9,58655.58,145983.48,Actual
2023-10-01,2023-10,USA,Central,Sales,78130.03,39699.61,117829.65,Actual
2023-10-01,2023-10,USA,East,Sales,69907.56,48560.54,118468.1,Actual
2023-10-01,2023-10,USA,International,Sales,63280.41,43238.27,106518.68,Actual
2023-10-01,2023-10,USA,West,Marketing,69660.95,38303.85,107964.8,Actual
2023-10-01,2023-10,USA,Central,Marketing,62867.22,34312.38,97179.6,Actual
2023-10-01,2023-10,USA,East,Marketing,50525.3,30883.91,81409.21,Actual
2023-10-01,2023-10,USA,International,Marketing,39655.46,30918.36,70573.82,Actual
2023-10-01,2023-10,USA,West,Operations,128083.57,66798.8,194882.37,Actual
2023-10-01,2023-10,USA,Central,Operations,101976.55,63705.68,165682.23,Actual
2023-10-01,2023-10,USA,East,Operations,93288.83,51627.96,144916.79,Actual
2023-10-01,2023-10,USA,International,Operations,81653.55,49278.54,130932.09,Actual
2023-10-01,2023-10,USA,West,G&A,48467.04,30833.69,79300.73,Actual
2023-10-01,2023-10,USA,Central,G&A,46051.98,25703.81,71755.8,Actual
2023-10-01,2023-10,USA,East,G&A,41178.92,26480.64,67659.56,Actual
2023-10-01,2023-10,USA,International,G&A,35336.64,20038.17,55374.81,Actual
2023-10-01,2023-10,USA,West,Technology,109263.27,69565.99,178829.26,Actual
2023-10-01,2023-10,USA,Central,Technology,89221.28,63811.74,153033.02,Actual
2023-10-01,2023-10,USA,East,Technology,96257.94,51872.46,148130.4,Actual
2023-10-01,2023-10,USA,International,Technology,76377.22,48745.12,125122.34,Actual
2023-10-01,2023-10,UK,West,Sales,54489.01,35655.95,90144.96,Actual
2023-10-01,2023-10,UK,Central,Sales,49108.22,26348.93,75457.15,Actual
2023-10-01,2023-10,UK,East,Sales,47337.47,25865.95,73203.42,Actual
2023-10-01,2023-10,UK,International,Sales,40798.45,22601.42,63399.87,Actual
2023-10-01,2023-10,UK,West,Marketing,40130.61,27518.32,67648.94,Actual
2023-10-01,2023-10,UK,Central,Marketing,36053.02,19699.83,55752.84,Actual
2023-10-01,2023-10,UK,East,Marketing,31724.92,19501.69,51226.61,Actual
2023-10-01,2023-10,UK,International,Marketing,28699.25,17743.93,46443.18,Actual
2023-10-01,2023-10,UK,West,Operations,71541.05,41502.94,113044.0,Actual
2023-10-01,2023-10,UK,Central,Operations,65861.89,39227.38,105089.27,Actual
2023-10-01,2023-10,UK,East,Operations,68355.13,37926.93,106282.06,Actual
2023-10-01,2023-10,UK,International,Operations,56671.23,28863.53,85534.76,Actual
2023-10-01,2023-10,UK,West,G&A,28672.7,17364.8,46037.5,Actual
2023-10-01,2023-10,UK,Central,G&A,28670.43,18916.19,47586.62,Actual
2023-10-01,2023-10,UK,East,G&A,24702.95,15176.19,39879.13,Actual
2023-10-01,2023-10,UK,International,G&A,20383.79,11345.77,31729.56,Actual
2023-10-01,2023-10,UK,West,Technology,70924.79,42711.39,113636.18,Actual
2023-10-01,2023-10,UK,Central,Technology,59566.41,32402.34,91968.75,Actual
2023-10-01,2023-10,UK,East,Technology,61196.1,33268.94,94465.04,Actual
2023-10-01,2023-10,UK,International,Technology,48898.93,25794.59,74693.52,Actual
2023-11-01,2023-11,Canada,West,Sales,65465.46,41454.18,106919.64,Actual
2023-11-01,2023-11,Canada,Central,Sales,58413.92,35661.81,94075.73,Actual
2023-11-01,2023-11,Canada,East,Sales,55950.35,30438.1,86388.45,Actual
2023-11-01,2023-11,Canada,International,Sales,46432.95,28437.26,74870.21,Actual
2023-11-01,2023-11,Canada,West,Marketing,48288.3,29426.48,77714.78,Actual
2023-11-01,2023-11,Canada,Central,Marketing,38866.51,22758.91,61625.42,Actual
2023-11-01,2023-11,Canada,East,Marketing,35067.73,25749.67,60817.39,Actual
2023-11-01,2023-11,Canada,International,Marketing,34581.41,21726.29,56307.7,Actual
2023-11-01,2023-11,Canada,West,Operations,89478.62,44795.87,134274.49,Actual
2023-11-01,2023-11,Canada,Central,Operations,72698.06,47608.33,120306.38,Actual
2023-11-01,2023-11,Canada,East,Operations,73293.69,43824.49,117118.17,Actual
2023-11-01,2023-11,Canada,International,Operations,62436.43,37609.42,100045.86,Actual
2023-11-01,2023-11,Canada,West,G&A,36941.23,21354.9,58296.13,Actual
2023-11-01,2023-11,Canada,Central,G&A,33497.78,18895.58,52393.36,Actual
2023-11-01,2023-11,Canada,East,G&A,28315.34,17444.78,45760.12,Actual
2023-11-01,2023-11,Canada,International,G&A,25098.94,16900.97,41999.91,Actual
2023-11-01,2023-11,Canada,West,Technology,80612.17,48774.77,129386.95,Actual
2023-11-01,2023-11,Canada,Central,Technology,65860.32,45759.45,111619.77,Actual
2023-11-01,2023-11,Canada,East,Technology,64558.34,40574.0,105132.34,Actual
2023-11-01,2023-11,Canada,International,Technology,60355.88,35845.07,96200.95,Actual
2023-11-01,2023-11,USA,West,Sales,81964.06,46946.64,128910.7,Actual
2023-11-01,2023-11,USA,Central,Sales,77340.41,42941.34,120281.75,Actual
2023-11-01,2023-11,USA,East,Sales,76100.64,45330.09,121430.73,Actual
2023-11-01,2023-11,USA,International,Sales,62585.21,35893.09,98478.3,Actual
2023-11-01,2023-11,USA,West,Marketing,70053.7,48479.1,118532.8,Actual
2023-11-01,2023-11,USA,Central,Marketing,55256.6,35315.37,90571.97,Actual
2023-11-01,2023-11,USA,East,Marketing,53494.59,31950.24,85444.83,Actual
2023-11-01,2023-11,USA,International,Marketing,42964.65,25091.41,68056.05,Actual
2023-11-01,2023-11,USA,West,Operations,112216.01,75281.76,187497.77,Actual
2023-11-01,2023-11,USA,Central,Operations,100765.1,50328.3,151093.4,Actual
2023-11-01,2023-11,USA,East,Operations,100466.59,60052.08,160518.67,Actual
2023-11-01,2023-11,USA,International,Operations,88335.27,52239.58,140574.85,Actual
2023-11-01,2023-11,USA,West,G&A,45906.33,24962.99,70869.32,Actual
2023-11-01,2023-11,USA,Central,G&A,41554.84,25098.3,66653.14,Actual
2023-11-01,2023-11,USA,East,G&A,42881.35,25080.71,67962.07,Actual
2023-11-01,2023-11,USA,International,G&A,36439.13,18895.51,55334.64,Actual
2023-11-01,2023-11,USA,West,Technology,114320.35,70696.69,185017.04,Actual
2023-11-01,2023-11,USA,Central,Technology,85262.43,64272.85,149535.28,Actual
2023-11-01,2023-11,USA,East,Technology,90511.48,56948.55,147460.03,Actual
2023-11-01,2023-11,USA,International,Technology,72584.88,51242.07,123826.95,Actual
2023-11-01,2023-11,UK,West,Sales,52849.73,36725.56,89575.28,Actual
2023-11-01,2023-11,UK,Central,Sales,50857.35,27608.61,78465.96,Actual
2023-11-01,2023-11,UK,East,Sales,51012.7,28971.86,79984.56,Actual
2023-11-01,2023-11,UK,International,Sales,40360.1,21027.27,61387.37,Actual
2023-11-01,2023-11,UK,West,Marketing,44871.4,22432.34,67303.74,Actual
2023-11-01,2023-11,UK,Central,Marketing,37090.69,19903.91,56994.59,Actual
2023-11-01,2023-11,UK,East,Marketing,32481.14,21839.92,54321.05,Actual
2023-11-01,2023-11,UK,International,Marketing,29676.31,15540.43,45216.75,Actual
2023-11-01,2023-11,UK,West,Operations,78992.02,49749.33,128741.35,Actual
2023-11-01,2023-11,UK,Central,Operations,62082.42,45028.6,107111.02,Actual
2023-11-01,2023-11,UK,East,Operations,57372.8,36031.02,93403.81,Actual
2023-11-01,2023-11,UK,International,Operations,53357.8,29757.33,83115.12,Actual
2023-11-01,2023-11,UK,West,G&A,31623.29,19498.61,51121.9,Actual
2023-11-01,2023-11,UK,Central,G&A,26886.64,17742.23,44628.86,Actual
2023-11-01,2023-11,UK,East,G&A,25489.08,16095.49,41584.57,Actual
2023-11-01,2023-11,UK,International,G&A,22957.03,14149.37,37106.4,Actual
2023-11-01,2023-11,UK,West,Technology,71364.08,38216.2,109580.28,Actual
2023-11-01,2023-11,UK,Central,Technology,61275.84,34023.94,95299.79,Actual
2023-11-01,2023-11,UK,East,Technology,53089.32,34566.67,87655.99,Actual
2023-11-01,2023-11,UK,International,Technology,45607.49,31128.46,76735.95,Actual
2023-12-01,2023-12,Canada,West,Sales,68987.29,34443.91,103431.21,Actual
2023-12-01,2023-12,Canada,Central,Sales,55254.17,31202.82,86457.0,Actual
2023-12-01,2023-12,Canada,East,Sales,53492.67,34784.3,88276.97,Actual
2023-12-01,2023-12,Canada,International,Sales,45554.49,26929.42,72483.9,Actual
2023-12-01,2023-12,Canada,West,Marketing,50986.64,23931.97,74918.61,Actual
2023-12-01,2023-12,Canada,Central,Marketing,44204.44,24404.09,68608.54,Actual
2023-12-01,2023-12,Canada,East,Marketing,39393.95,23216.71,62610.66,Actual
2023-12-01,2023-12,Canada,International,Marketing,35873.13,18401.93,54275.06,Actual
2023-12-01,2023-12,Canada,West,Operations,88435.35,56456.25,144891.6,Actual
2023-12-01,2023-12,Canada,Central,Operations,70664.5,43638.27,114302.77,Actual
2023-12-01,2023-12,Canada,East,Operations,72471.5,41575.33,114046.83,Actual
2023-12-01,2023-12,Canada,International,Operations,58976.86,36629.11,95605.97,Actual
2023-12-01,2023-12,Canada,West,G&A,38022.54,21952.21,59974.75,Actual
2023-12-01,2023-12,Canada,Central,G&A,33749.72,18060.36,51810.08,Actual
2023-12-01,2023-12,Canada,East,G&A,28517.56,21519.09,50036.65,Actual
2023-12-01,2023-12,Canada,International,G&A,24775.61,14054.93,38830.53,Actual
2023-12-01,2023-12,Canada,West,Technology,73961.29,53927.16,127888.45,Actual
2023-12-01,2023-12,Canada,Central,Technology,69248.34,42303.0,111551.34,Actual
2023-12-01,2023-12,Canada,East,Technology,66395.32,44344.54,110739.86,Actual
2023-12-01,2023-12,Canada,International,Technology,55854.56,41021.27,96875.83,Actual
2023-12-01,2023-12,USA,West,Sales,90086.77,59506.56,149593.34,Actual
2023-12-01,2023-12,USA,Central,Sales,80948.91,47554.55,128503.46,Actual
2023-12-01,2023-12,USA,East,Sales,71755.5,46512.2,118267.71,Actual
