month_start,period,entity,region,department,ending_headcount,avg_monthly_salary,payroll_cost,scenario
2023-06-01,2023-06,UK,Central,Operations,13.36,6363.84,82626.97,Budget
2023-06-01,2023-06,UK,East,Operations,13.76,6049.02,87620.94,Budget
2023-06-01,2023-06,UK,International,Operations,10.74,7604.73,87736.25,Budget
2023-06-01,2023-06,UK,West,G&A,5.14,7502.92,40840.13,Budget
2023-06-01,2023-06,UK,Central,G&A,4.07,7521.85,31453.07,Budget
2023-06-01,2023-06,UK,East,G&A,4.17,7117.85,28095.97,Budget
2023-06-01,2023-06,UK,International,G&A,3.14,8288.5,25015.47,Budget
2023-06-01,2023-06,UK,West,Technology,9.95,7647.9,77362.97,Budget
2023-06-01,2023-06,UK,Central,Technology,9.33,8189.55,76801.68,Budget
2023-06-01,2023-06,UK,East,Technology,9.43,5713.16,53838.33,Budget
2023-06-01,2023-06,UK,International,Technology,7.12,7674.97,55708.69,Budget
2023-07-01,2023-07,Canada,West,Sales,14.88,7672.12,103431.55,Budget
2023-07-01,2023-07,Canada,Central,Sales,13.23,6878.99,87105.01,Budget
2023-07-01,2023-07,Canada,East,Sales,12.35,8192.51,101788.85,Budget
2023-07-01,2023-07,Canada,International,Sales,9.54,6986.83,67351.64,Budget
2023-07-01,2023-07,Canada,West,Marketing,8.36,6987.83,53316.31,Budget
2023-07-01,2023-07,Canada,Central,Marketing,7.45,7390.39,49379.91,Budget
2023-07-01,2023-07,Canada,East,Marketing,7.42,8201.64,55027.42,Budget
2023-07-01,2023-07,Canada,International,Marketing,5.19,8512.95,39538.59,Budget
2023-07-01,2023-07,Canada,West,Operations,18.93,5734.48,104849.64,Budget
2023-07-01,2023-07,Canada,Central,Operations,16.87,8520.22,134518.78,Budget
2023-07-01,2023-07,Canada,East,Operations,17.3,7215.48,118128.29,Budget
2023-07-01,2023-07,Canada,International,Operations,13.58,6875.61,93071.23,Budget
2023-07-01,2023-07,Canada,West,G&A,6.37,6404.11,37783.87,Budget
2023-07-01,2023-07,Canada,Central,G&A,5.1,6653.22,37138.17,Budget
2023-07-01,2023-07,Canada,East,G&A,5.19,6604.65,31582.32,Budget
2023-07-01,2023-07,Canada,International,G&A,4.25,7330.18,30188.22,Budget
2023-07-01,2023-07,Canada,West,Technology,12.36,6262.03,81766.74,Budget
2023-07-01,2023-07,Canada,Central,Technology,11.69,6786.94,73700.85,Budget
2023-07-01,2023-07,Canada,East,Technology,9.94,7140.0,74109.8,Budget
2023-07-01,2023-07,Canada,International,Technology,8.27,7871.19,60708.75,Budget
2023-07-01,2023-07,USA,West,Sales,17.42,7332.37,139133.57,Budget
2023-07-01,2023-07,USA,Central,Sales,18.2,9031.67,155758.72,Budget
2023-07-01,2023-07,USA,East,Sales,15.9,7478.79,117452.34,Budget
2023-07-01,2023-07,USA,International,Sales,14.44,8400.33,117543.03,Budget
2023-07-01,2023-07,USA,West,Marketing,11.66,7233.58,74892.75,Budget
2023-07-01,2023-07,USA,Central,Marketing,10.73,6244.49,64613.63,Budget
2023-07-01,2023-07,USA,East,Marketing,9.91,7655.61,78869.47,Budget
2023-07-01,2023-07,USA,International,Marketing,8.51,7015.24,58190.2,Budget
2023-07-01,2023-07,USA,West,Operations,26.67,9049.15,220935.6,Budget
2023-07-01,2023-07,USA,Central,Operations,22.27,6893.92,150972.81,Budget
2023-07-01,2023-07,USA,East,Operations,21.61,7412.84,162643.36,Budget
2023-07-01,2023-07,USA,International,Operations,17.63,6929.11,110889.16,Budget
2023-07-01,2023-07,USA,West,G&A,8.25,8089.92,69735.72,Budget
2023-07-01,2023-07,USA,Central,G&A,6.94,5753.77,40970.94,Budget
2023-07-01,2023-07,USA,East,G&A,6.0,6392.91,38379.17,Budget
2023-07-01,2023-07,USA,International,G&A,6.03,7302.94,47374.05,Budget
2023-07-01,2023-07,USA,West,Technology,17.15,7828.2,128204.22,Budget
2023-07-01,2023-07,USA,Central,Technology,13.84,7816.74,103071.77,Budget
2023-07-01,2023-07,USA,East,Technology,14.67,7345.69,102220.5,Budget
2023-07-01,2023-07,USA,International,Technology,12.52,8437.56,94388.47,Budget
2023-07-01,2023-07,UK,West,Sales,12.01,7016.97,87441.78,Budget
2023-07-01,2023-07,UK,Central,Sales,10.11,8482.47,87530.05,Budget
2023-07-01,2023-07,UK,East,Sales,10.58,6620.5,68890.48,Budget
2023-07-01,2023-07,UK,International,Sales,8.37,7329.38,60147.92,Budget
2023-07-01,2023-07,UK,West,Marketing,7.37,8888.28,66947.95,Budget
2023-07-01,2023-07,UK,Central,Marketing,6.24,7739.18,44713.59,Budget
2023-07-01,2023-07,UK,East,Marketing,5.19,7033.31,35316.36,Budget
2023-07-01,2023-07,UK,International,Marketing,5.38,6416.45,31626.43,Budget
2023-07-01,2023-07,UK,West,Operations,18.02,7522.5,137171.46,Budget
2023-07-01,2023-07,UK,Central,Operations,14.54,7043.08,97617.42,Budget
2023-07-01,2023-07,UK,East,Operations,12.59,6206.42,81397.63,Budget
2023-07-01,2023-07,UK,International,Operations,11.82,8537.75,99506.85,Budget
2023-07-01,2023-07,UK,West,G&A,4.98,6170.18,32348.03,Budget
2023-07-01,2023-07,UK,Central,G&A,3.96,8234.6,33617.44,Budget
2023-07-01,2023-07,UK,East,G&A,4.1,6195.67,25419.83,Budget
2023-07-01,2023-07,UK,International,G&A,3.02,7061.94,21251.39,Budget
2023-07-01,2023-07,UK,West,Technology,10.25,8735.99,86505.88,Budget
2023-07-01,2023-07,UK,Central,Technology,8.25,7795.92,67085.14,Budget
2023-07-01,2023-07,UK,East,Technology,7.88,6400.19,53519.35,Budget
2023-07-01,2023-07,UK,International,Technology,6.11,7042.21,43514.91,Budget
2023-08-01,2023-08,Canada,West,Sales,15.82,7393.26,111058.89,Budget
2023-08-01,2023-08,Canada,Central,Sales,12.29,8466.76,103830.54,Budget
2023-08-01,2023-08,Canada,East,Sales,12.08,7406.35,89491.28,Budget
2023-08-01,2023-08,Canada,International,Sales,11.24,8533.83,89680.88,Budget
2023-08-01,2023-08,Canada,West,Marketing,8.28,6848.38,55843.44,Budget
2023-08-01,2023-08,Canada,Central,Marketing,7.2,7896.32,56157.24,Budget
2023-08-01,2023-08,Canada,East,Marketing,7.19,6670.06,50493.59,Budget
2023-08-01,2023-08,Canada,International,Marketing,6.38,6661.19,40708.96,Budget
2023-08-01,2023-08,Canada,West,Operations,16.98,8610.96,134369.76,Budget
2023-08-01,2023-08,Canada,Central,Operations,15.93,7357.39,107300.07,Budget
2023-08-01,2023-08,Canada,East,Operations,15.52,7611.68,126057.52,Budget
2023-08-01,2023-08,Canada,International,Operations,12.85,7391.48,98241.55,Budget
2023-08-01,2023-08,Canada,West,G&A,6.33,8317.25,48781.8,Budget
2023-08-01,2023-08,Canada,Central,G&A,5.3,7785.96,37701.96,Budget
2023-08-01,2023-08,Canada,East,G&A,5.29,6329.51,33343.17,Budget
2023-08-01,2023-08,Canada,International,G&A,3.98,8068.08,33279.33,Budget
2023-08-01,2023-08,Canada,West,Technology,12.44,7917.95,95676.03,Budget
2023-08-01,2023-08,Canada,Central,Technology,10.5,8537.61,81907.57,Budget
2023-08-01,2023-08,Canada,East,Technology,10.15,8198.9,80325.21,Budget
2023-08-01,2023-08,Canada,International,Technology,7.94,5994.84,50921.64,Budget
2023-08-01,2023-08,USA,West,Sales,17.78,7990.23,141290.59,Budget
2023-08-01,2023-08,USA,Central,Sales,17.95,6665.14,126502.35,Budget
2023-08-01,2023-08,USA,East,Sales,15.64,7042.47,111228.32,Budget
2023-08-01,2023-08,USA,International,Sales,13.3,7075.93,88282.97,Budget
2023-08-01,2023-08,USA,West,Marketing,10.42,8844.25,85401.0,Budget
2023-08-01,2023-08,USA,Central,Marketing,9.13,7180.08,62011.56,Budget
2023-08-01,2023-08,USA,East,Marketing,9.75,6627.07,59018.17,Budget
2023-08-01,2023-08,USA,International,Marketing,8.74,7358.49,63540.29,Budget
2023-08-01,2023-08,USA,West,Operations,25.31,7093.01,164025.43,Budget
2023-08-01,2023-08,USA,Central,Operations,21.67,7301.89,159383.11,Budget
2023-08-01,2023-08,USA,East,Operations,21.88,9023.98,189761.29,Budget
2023-08-01,2023-08,USA,International,Operations,16.47,7312.27,123100.75,Budget
2023-08-01,2023-08,USA,West,G&A,8.43,8488.17,66799.64,Budget
2023-08-01,2023-08,USA,Central,G&A,7.04,8124.73,52336.29,Budget
2023-08-01,2023-08,USA,East,G&A,7.25,6397.06,44676.58,Budget
2023-08-01,2023-08,USA,International,G&A,6.1,8136.27,48903.91,Budget
2023-08-01,2023-08,USA,West,Technology,16.86,8544.29,136997.24,Budget
2023-08-01,2023-08,USA,Central,Technology,13.83,8464.95,124073.12,Budget
2023-08-01,2023-08,USA,East,Technology,13.64,7158.21,96316.13,Budget
2023-08-01,2023-08,USA,International,Technology,10.87,7479.72,79315.08,Budget
2023-08-01,2023-08,UK,West,Sales,12.02,8729.84,106893.08,Budget
2023-08-01,2023-08,UK,Central,Sales,11.47,7583.15,81843.69,Budget
2023-08-01,2023-08,UK,East,Sales,10.49,10678.37,101429.25,Budget
2023-08-01,2023-08,UK,International,Sales,8.26,6514.48,52455.43,Budget
2023-08-01,2023-08,UK,West,Marketing,7.47,7464.35,50107.48,Budget
2023-08-01,2023-08,UK,Central,Marketing,6.27,7171.9,41362.85,Budget
2023-08-01,2023-08,UK,East,Marketing,5.94,7699.55,46470.46,Budget
2023-08-01,2023-08,UK,International,Marketing,5.26,7619.59,40226.4,Budget
2023-08-01,2023-08,UK,West,Operations,17.65,7774.75,130384.5,Budget
2023-08-01,2023-08,UK,Central,Operations,14.3,8477.8,116928.1,Budget
2023-08-01,2023-08,UK,East,Operations,14.17,7354.47,91817.8,Budget
2023-08-01,2023-08,UK,International,Operations,10.58,7101.66,79822.02,Budget
2023-08-01,2023-08,UK,West,G&A,5.43,8046.55,42501.16,Budget
2023-08-01,2023-08,UK,Central,G&A,3.96,7981.14,31294.81,Budget
2023-08-01,2023-08,UK,East,G&A,4.22,8411.9,35382.16,Budget
2023-08-01,2023-08,UK,International,G&A,2.98,6723.76,18979.69,Budget
2023-08-01,2023-08,UK,West,Technology,10.41,9212.12,92953.29,Budget
2023-08-01,2023-08,UK,Central,Technology,9.06,7290.88,65260.93,Budget
2023-08-01,2023-08,UK,East,Technology,8.5,6958.18,59085.43,Budget
2023-08-01,2023-08,UK,International,Technology,7.09,7371.08,52014.48,Budget
2023-09-01,2023-09,Canada,West,Sales,15.4,7855.74,119391.01,Budget
2023-09-01,2023-09,Canada,Central,Sales,12.55,7227.69,89683.44,Budget
2023-09-01,2023-09,Canada,East,Sales,11.56,7418.59,83505.66,Budget
2023-09-01,2023-09,Canada,International,Sales,10.81,7093.49,71866.35,Budget
2023-09-01,2023-09,Canada,West,Marketing,8.59,8987.19,74125.17,Budget
2023-09-01,2023-09,Canada,Central,Marketing,7.48,7657.45,54975.36,Budget
2023-09-01,2023-09,Canada,East,Marketing,7.46,7841.07,51851.4,Budget
2023-09-01,2023-09,Canada,International,Marketing,5.07,8377.35,42461.51,Budget
2023-09-01,2023-09,Canada,West,Operations,18.57,7945.4,139514.19,Budget
2023-09-01,2023-09,Canada,Central,Operations,15.86,7273.1,107092.09,Budget
2023-09-01,2023-09,Canada,East,Operations,15.4,6786.84,103320.47,Budget
2023-09-01,2023-09,Canada,International,Operations,13.4,8568.42,110025.44,Budget
2023-09-01,2023-09,Canada,West,G&A,6.44,8082.88,46837.91,Budget
2023-09-01,2023-09,Canada,Central,G&A,5.36,7337.35,36054.33,Budget
2023-09-01,2023-09,Canada,East,G&A,4.95,6535.97,34195.92,Budget
2023-09-01,2023-09,Canada,International,G&A,3.79,7255.27,32191.63,Budget
2023-09-01,2023-09,Canada,West,Technology,12.45,7486.5,86761.58,Budget
2023-09-01,2023-09,Canada,Central,Technology,9.66,7377.11,79038.29,Budget
2023-09-01,2023-09,Canada,East,Technology,10.16,7542.59,70559.75,Budget
2023-09-01,2023-09,Canada,International,Technology,6.83,6632.69,44634.74,Budget
2023-09-01,2023-09,USA,West,Sales,19.08,7389.98,130191.02,Budget
2023-09-01,2023-09,USA,Central,Sales,17.38,7872.14,132795.19,Budget
2023-09-01,2023-09,USA,East,Sales,16.09,6185.81,97940.85,Budget
2023-09-01,2023-09,USA,International,Sales,14.03,9046.87,121935.99,Budget
2023-09-01,2023-09,USA,West,Marketing,11.38,7709.44,86615.87,Budget
2023-09-01,2023-09,USA,Central,Marketing,9.41,7317.45,64872.11,Budget
2023-09-01,2023-09,USA,East,Marketing,9.62,9880.72,92688.09,Budget
2023-09-01,2023-09,USA,International,Marketing,8.38,7734.66,63150.27,Budget
2023-09-01,2023-09,USA,West,Operations,25.7,7291.47,183893.04,Budget
2023-09-01,2023-09,USA,Central,Operations,23.45,7034.05,165394.19,Budget
2023-09-01,2023-09,USA,East,Operations,19.88,5857.93,116581.93,Budget
2023-09-01,2023-09,USA,International,Operations,18.6,7835.51,136641.81,Budget
2023-09-01,2023-09,USA,West,G&A,7.88,7867.93,67253.38,Budget
2023-09-01,2023-09,USA,Central,G&A,7.07,7257.77,51528.17,Budget
2023-09-01,2023-09,USA,East,G&A,7.51,6729.76,48170.99,Budget
2023-09-01,2023-09,USA,International,G&A,6.16,8201.72,48693.13,Budget
2023-09-01,2023-09,USA,West,Technology,16.04,7628.68,113532.09,Budget
2023-09-01,2023-09,USA,Central,Technology,13.94,7797.63,103676.29,Budget
2023-09-01,2023-09,USA,East,Technology,13.84,7279.11,104317.22,Budget
2023-09-01,2023-09,USA,International,Technology,11.62,8269.7,86862.33,Budget
2023-09-01,2023-09,UK,West,Sales,12.17,8164.56,94997.45,Budget
2023-09-01,2023-09,UK,Central,Sales,10.22,6805.48,71955.4,Budget
2023-09-01,2023-09,UK,East,Sales,9.9,7655.38,76319.01,Budget
2023-09-01,2023-09,UK,International,Sales,8.18,7797.55,60927.42,Budget
2023-09-01,2023-09,UK,West,Marketing,6.94,5898.08,40900.53,Budget
2023-09-01,2023-09,UK,Central,Marketing,5.84,7607.17,43897.3,Budget
2023-09-01,2023-09,UK,East,Marketing,6.13,6821.65,41175.15,Budget
2023-09-01,2023-09,UK,International,Marketing,5.17,7691.22,40338.74,Budget
2023-09-01,2023-09,UK,West,Operations,16.31,7814.0,124072.74,Budget
2023-09-01,2023-09,UK,Central,Operations,14.98,7207.84,107633.26,Budget
2023-09-01,2023-09,UK,East,Operations,13.43,6649.62,86406.13,Budget
2023-09-01,2023-09,UK,International,Operations,11.48,6639.57,77524.17,Budget
2023-09-01,2023-09,UK,West,G&A,5.2,7461.98,38433.31,Budget
2023-09-01,2023-09,UK,Central,G&A,3.97,6038.29,25826.31,Budget
2023-09-01,2023-09,UK,East,G&A,4.93,6660.22,36629.32,Budget
2023-09-01,2023-09,UK,International,G&A,4.07,9390.38,38063.0,Budget
2023-09-01,2023-09,UK,West,Technology,10.53,7168.58,71297.42,Budget
2023-09-01,2023-09,UK,Central,Technology,9.42,6600.69,61007.82,Budget
2023-09-01,2023-09,UK,East,Technology,9.2,7907.27,75385.47,Budget
2023-09-01,2023-09,UK,International,Technology,7.11,6453.52,45715.53,Budget
2023-10-01,2023-10,Canada,West,Sales,13.58,8401.55,104352.41,Budget
2023-10-01,2023-10,Canada,Central,Sales,12.42,7669.16,94417.67,Budget
2023-10-01,2023-10,Canada,East,Sales,11.57,6272.15,64705.1,Budget
2023-10-01,2023-10,Canada,International,Sales,10.0,7526.22,77009.52,Budget
2023-10-01,2023-10,Canada,West,Marketing,9.22,6906.05,60561.09,Budget
2023-10-01,2023-10,Canada,Central,Marketing,7.29,8050.67,55825.96,Budget
2023-10-01,2023-10,Canada,East,Marketing,7.4,8134.73,57088.87,Budget
2023-10-01,2023-10,Canada,International,Marketing,6.34,8495.23,47293.84,Budget
2023-10-01,2023-10,Canada,West,Operations,20.07,7108.04,148410.43,Budget
2023-10-01,2023-10,Canada,Central,Operations,15.96,8566.58,137420.23,Budget
2023-10-01,2023-10,Canada,East,Operations,16.15,8277.46,114622.14,Budget
2023-10-01,2023-10,Canada,International,Operations,14.01,5506.65,74561.78,Budget
2023-10-01,2023-10,Canada,West,G&A,6.03,4804.51,28324.23,Budget
2023-10-01,2023-10,Canada,Central,G&A,5.4,7872.58,39783.88,Budget
2023-10-01,2023-10,Canada,East,G&A,4.99,6543.67,33683.37,Budget
2023-10-01,2023-10,Canada,International,G&A,4.18,5051.43,20853.02,Budget
2023-10-01,2023-10,Canada,West,Technology,12.4,7648.93,93200.26,Budget
2023-10-01,2023-10,Canada,Central,Technology,10.33,7639.76,75555.58,Budget
2023-10-01,2023-10,Canada,East,Technology,10.57,7543.41,76819.66,Budget
2023-10-01,2023-10,Canada,International,Technology,8.44,9933.12,74424.09,Budget
2023-10-01,2023-10,USA,West,Sales,21.1,5974.52,127931.34,Budget
2023-10-01,2023-10,USA,Central,Sales,16.51,7393.58,120788.28,Budget
2023-10-01,2023-10,USA,East,Sales,16.86,5349.27,83884.56,Budget
2023-10-01,2023-10,USA,International,Sales,13.6,5735.72,76643.86,Budget
2023-10-01,2023-10,USA,West,Marketing,11.16,6789.08,76217.46,Budget
2023-10-01,2023-10,USA,Central,Marketing,10.45,6879.68,66929.34,Budget
2023-10-01,2023-10,USA,East,Marketing,9.76,7958.13,67176.23,Budget
2023-10-01,2023-10,USA,International,Marketing,8.46,7924.58,63102.2,Budget
2023-10-01,2023-10,USA,West,Operations,25.61,6848.95,180518.33,Budget
2023-10-01,2023-10,USA,Central,Operations,22.97,7940.35,172045.95,Budget
2023-10-01,2023-10,USA,East,Operations,20.56,7972.38,152104.53,Budget
2023-10-01,2023-10,USA,International,Operations,18.69,7691.28,136065.62,Budget
2023-10-01,2023-10,USA,West,G&A,8.15,5091.4,42759.05,Budget
2023-10-01,2023-10,USA,Central,G&A,7.25,9410.53,65727.96,Budget
2023-10-01,2023-10,USA,East,G&A,7.33,7475.26,46758.73,Budget
2023-10-01,2023-10,USA,International,G&A,5.85,8134.64,45592.97,Budget
2023-10-01,2023-10,USA,West,Technology,16.53,7571.14,115931.5,Budget
2023-10-01,2023-10,USA,Central,Technology,15.13,8868.82,127836.38,Budget
2023-10-01,2023-10,USA,East,Technology,14.44,10001.63,133173.86,Budget
2023-10-01,2023-10,USA,International,Technology,11.01,8847.66,97451.75,Budget
2023-10-01,2023-10,UK,West,Sales,12.13,7588.42,95961.06,Budget
2023-10-01,2023-10,UK,Central,Sales,11.79,7021.76,74927.75,Budget
2023-10-01,2023-10,UK,East,Sales,10.12,7761.29,83513.43,Budget
2023-10-01,2023-10,UK,International,Sales,8.08,9347.59,68829.84,Budget
2023-10-01,2023-10,UK,West,Marketing,7.09,9188.45,65372.64,Budget
2023-10-01,2023-10,UK,Central,Marketing,6.5,7040.13,43610.02,Budget
2023-10-01,2023-10,UK,East,Marketing,5.92,7105.8,40890.67,Budget
2023-10-01,2023-10,UK,International,Marketing,5.13,7334.06,36980.05,Budget
2023-10-01,2023-10,UK,West,Operations,17.43,8979.41,157484.49,Budget
2023-10-01,2023-10,UK,Central,Operations,14.09,6789.45,93004.7,Budget
2023-10-01,2023-10,UK,East,Operations,12.98,7754.26,98753.03,Budget
2023-10-01,2023-10,UK,International,Operations,12.14,6259.97,67862.37,Budget
2023-10-01,2023-10,UK,West,G&A,5.27,7944.91,38703.12,Budget
2023-10-01,2023-10,UK,Central,G&A,3.87,7939.44,33094.27,Budget
2023-10-01,2023-10,UK,East,G&A,4.04,6145.55,25407.87,Budget
2023-10-01,2023-10,UK,International,G&A,2.8,8792.47,26516.05,Budget
2023-10-01,2023-10,UK,West,Technology,10.39,5234.72,52092.22,Budget
2023-10-01,2023-10,UK,Central,Technology,9.51,7097.09,61466.57,Budget
2023-10-01,2023-10,UK,East,Technology,8.25,6940.81,54727.59,Budget
2023-10-01,2023-10,UK,International,Technology,7.33,7469.95,55614.3,Budget
2023-11-01,2023-11,Canada,West,Sales,14.87,6569.42,97749.62,Budget
2023-11-01,2023-11,Canada,Central,Sales,12.77,6884.65,79260.37,Budget
2023-11-01,2023-11,Canada,East,Sales,11.28,8555.82,94545.8,Budget
2023-11-01,2023-11,Canada,International,Sales,9.89,7973.35,79562.29,Budget
2023-11-01,2023-11,Canada,West,Marketing,8.28,6762.64,53374.88,Budget
2023-11-01,2023-11,Canada,Central,Marketing,6.95,7524.45,51897.96,Budget
2023-11-01,2023-11,Canada,East,Marketing,7.3,9025.71,66919.14,Budget
2023-11-01,2023-11,Canada,International,Marketing,6.4,7561.61,41878.66,Budget
2023-11-01,2023-11,Canada,West,Operations,19.79,7769.01,139353.41,Budget
2023-11-01,2023-11,Canada,Central,Operations,17.53,7556.68,120042.69,Budget
2023-11-01,2023-11,Canada,East,Operations,15.0,7620.74,106865.22,Budget
2023-11-01,2023-11,Canada,International,Operations,14.18,7730.68,117491.78,Budget
2023-11-01,2023-11,Canada,West,G&A,6.29,7351.04,45043.82,Budget
2023-11-01,2023-11,Canada,Central,G&A,5.25,7279.72,35949.25,Budget
2023-11-01,2023-11,Canada,East,G&A,4.89,7979.83,38578.57,Budget
2023-11-01,2023-11,Canada,International,G&A,5.17,8481.61,42108.22,Budget
2023-11-01,2023-11,Canada,West,Technology,12.74,7812.62,91329.2,Budget
2023-11-01,2023-11,Canada,Central,Technology,10.23,6233.51,63933.61,Budget
2023-11-01,2023-11,Canada,East,Technology,10.03,8453.62,81146.89,Budget
2023-11-01,2023-11,Canada,International,Technology,8.0,7807.65,61276.49,Budget
2023-11-01,2023-11,USA,West,Sales,19.89,7973.23,162230.41,Budget
2023-11-01,2023-11,USA,Central,Sales,15.93,7577.75,121369.29,Budget
2023-11-01,2023-11,USA,East,Sales,16.04,8607.69,131146.97,Budget
2023-11-01,2023-11,USA,International,Sales,14.94,8583.38,118613.29,Budget
2023-11-01,2023-11,USA,West,Marketing,11.51,6695.84,75208.96,Budget
2023-11-01,2023-11,USA,Central,Marketing,9.7,6970.93,67636.76,Budget
2023-11-01,2023-11,USA,East,Marketing,9.28,7889.41,73979.55,Budget
2023-11-01,2023-11,USA,International,Marketing,7.79,9501.78,74094.93,Budget
2023-11-01,2023-11,USA,West,Operations,26.9,7248.71,187100.13,Budget
2023-11-01,2023-11,USA,Central,Operations,22.29,9055.16,195561.3,Budget
2023-11-01,2023-11,USA,East,Operations,21.99,6737.38,147974.85,Budget
2023-11-01,2023-11,USA,International,Operations,18.07,7658.61,120351.86,Budget
2023-11-01,2023-11,USA,West,G&A,8.16,8286.69,65736.6,Budget
2023-11-01,2023-11,USA,Central,G&A,6.34,7896.1,42301.82,Budget
2023-11-01,2023-11,USA,East,G&A,7.3,7799.71,54631.79,Budget
2023-11-01,2023-11,USA,International,G&A,5.35,8115.34,37642.67,Budget
2023-11-01,2023-11,USA,West,Technology,14.8,7165.43,108510.18,Budget
2023-11-01,2023-11,USA,Central,Technology,14.36,7796.06,103998.67,Budget
2023-11-01,2023-11,USA,East,Technology,12.76,7999.87,105822.16,Budget
2023-11-01,2023-11,USA,International,Technology,11.66,8040.92,86678.46,Budget
2023-11-01,2023-11,UK,West,Sales,12.64,8202.61,111818.38,Budget
2023-11-01,2023-11,UK,Central,Sales,11.49,7538.77,82890.99,Budget
2023-11-01,2023-11,UK,East,Sales,9.77,7441.9,77372.13,Budget
2023-11-01,2023-11,UK,International,Sales,8.08,8060.59,63735.21,Budget
2023-11-01,2023-11,UK,West,Marketing,7.11,7895.62,59306.36,Budget
2023-11-01,2023-11,UK,Central,Marketing,6.33,6723.87,40478.55,Budget
2023-11-01,2023-11,UK,East,Marketing,6.21,6195.53,36031.44,Budget
2023-11-01,2023-11,UK,International,Marketing,5.09,6900.26,36767.53,Budget
2023-11-01,2023-11,UK,West,Operations,16.42,8112.98,122228.6,Budget
2023-11-01,2023-11,UK,Central,Operations,15.02,6340.8,81615.67,Budget
2023-11-01,2023-11,UK,East,Operations,14.21,7607.95,103245.37,Budget
2023-11-01,2023-11,UK,International,Operations,11.24,6830.31,72920.8,Budget
2023-11-01,2023-11,UK,West,G&A,4.89,6351.83,30344.11,Budget
2023-11-01,2023-11,UK,Central,G&A,5.05,9224.29,44476.28,Budget
2023-11-01,2023-11,UK,East,G&A,4.02,6959.24,29646.87,Budget
2023-11-01,2023-11,UK,International,G&A,3.17,7998.9,23463.04,Budget
2023-11-01,2023-11,UK,West,Technology,11.46,7006.38,74937.18,Budget
2023-11-01,2023-11,UK,Central,Technology,7.98,8857.05,71757.56,Budget
2023-11-01,2023-11,UK,East,Technology,8.12,6530.53,52393.86,Budget
2023-11-01,2023-11,UK,International,Technology,7.45,5896.33,40399.78,Budget
2023-12-01,2023-12,Canada,West,Sales,15.42,8613.89,116830.86,Budget
2023-12-01,2023-12,Canada,Central,Sales,11.53,8575.13,102086.1,Budget
2023-12-01,2023-12,Canada,East,Sales,12.28,7258.8,90302.68,Budget
2023-12-01,2023-12,Canada,International,Sales,10.29,9737.68,88243.6,Budget
2023-12-01,2023-12,Canada,West,Marketing,9.13,7471.86,64298.85,Budget
2023-12-01,2023-12,Canada,Central,Marketing,8.26,7673.41,60729.6,Budget
2023-12-01,2023-12,Canada,East,Marketing,7.18,7512.86,53979.31,Budget
2023-12-01,2023-12,Canada,International,Marketing,6.3,5622.54,35661.02,Budget
2023-12-01,2023-12,Canada,West,Operations,19.17,8353.57,170915.58,Budget
2023-12-01,2023-12,Canada,Central,Operations,17.38,8685.53,147269.82,Budget
2023-12-01,2023-12,Canada,East,Operations,17.24,7480.52,127371.15,Budget
2023-12-01,2023-12,Canada,International,Operations,13.14,7534.19,98255.31,Budget
2023-12-01,2023-12,Canada,West,G&A,7.0,9207.19,65781.84,Budget
2023-12-01,2023-12,Canada,Central,G&A,4.87,6857.47,32611.5,Budget
2023-12-01,2023-12,Canada,East,G&A,5.25,7661.16,37794.16,Budget
2023-12-01,2023-12,Canada,International,G&A,3.93,7359.61,30413.87,Budget
2023-12-01,2023-12,Canada,West,Technology,12.35,5947.65,71241.63,Budget
2023-12-01,2023-12,Canada,Central,Technology,11.69,8554.32,96416.12,Budget
2023-12-01,2023-12,Canada,East,Technology,10.01,8656.72,92958.42,Budget
2023-12-01,2023-12,Canada,International,Technology,7.96,7529.98,62790.87,Budget
2023-12-01,2023-12,USA,West,Sales,19.42,7093.15,144596.16,Budget
2023-12-01,2023-12,USA,Central,Sales,16.0,8179.85,129343.05,Budget
2023-12-01,2023-12,USA,East,Sales,16.96,7187.92,116930.99,Budget
2023-12-01,2023-12,USA,International,Sales,13.43,7464.42,95941.11,Budget
2023-12-01,2023-12,USA,West,Marketing,11.32,7496.21,78551.99,Budget
2023-12-01,2023-12,USA,Central,Marketing,10.24,6166.2,59403.78,Budget
2023-12-01,2023-12,USA,East,Marketing,8.43,7261.86,53002.06,Budget
2023-12-01,2023-12,USA,International,Marketing,8.2,6511.52,53735.2,Budget
2023-12-01,2023-12,USA,West,Operations,25.66,8473.85,209541.82,Budget
2023-12-01,2023-12,USA,Central,Operations,23.64,7670.44,175438.08,Budget
2023-12-01,2023-12,USA,East,Operations,24.68,6706.67,147973.13,Budget
2023-12-01,2023-12,USA,International,Operations,17.63,8215.01,140557.35,Budget
2023-12-01,2023-12,USA,West,G&A,8.03,5267.36,43076.39,Budget
2023-12-01,2023-12,USA,Central,G&A,7.4,8033.51,58207.52,Budget
2023-12-01,2023-12,USA,East,G&A,7.1,7846.13,55329.86,Budget
2023-12-01,2023-12,USA,International,G&A,5.29,7572.9,39938.62,Budget
2023-12-01,2023-12,USA,West,Technology,16.46,5918.24,99991.71,Budget
2023-12-01,2023-12,USA,Central,Technology,14.08,7232.36,105754.31,Budget
2023-12-01,2023-12,USA,East,Technology,14.87,5327.02,78410.32,Budget
